player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year
T.J. Watt,11785,ED,PIT,1,0,,,4.4,,,0,0,0,,25,62.0,84.6,15.2,84.8,71.0,76.1,1,,,0,0,1,0.0,0,2,45,1,0,0,0,0,0,0.0,,1,2022
Budda Baker,11791,S,ARZ,1,0,7.5,50.0,86.4,36.0,18.0,0,0,0,0.0,1,57.4,60.2,76.5,52.5,68.6,74.9,0,10.0,0.0,0,0,0,64.6,1,38,44,0,4,2,0,10,4,0.3,10.0,1,2022
Marcus Maye,11794,S,NO,1,0,18.0,0.0,100.0,,37.0,0,1,0,0.0,20,62.3,56.4,77.4,,46.4,54.2,0,,0.0,0,0,1,39.6,0,39,39,1,3,1,0,0,0,0.0,,1,2022
Marcus Williams,11797,S,BLT,1,2,6.0,100.0,97.0,15.0,15.0,0,0,0,0.0,3,65.7,63.5,82.6,55.0,49.8,87.8,1,15.0,0.0,0,0,0,53.1,4,64,66,1,9,4,0,25,1,0.4,6.3,1,2022
Sidney Jones,11798,CB,SEA,1,0,17.0,0.0,90.9,,10.0,0,0,0,0.0,29,76.9,77.2,71.3,60.0,60.9,73.3,0,,,0,0,0,39.6,0,10,11,0,0,1,0,0,0,0.0,,1,2022
Justin Evans,11805,S,NO,1,0,4.8,20.0,96.8,29.0,5.8,0,0,1,20.0,20,67.4,57.5,73.7,58.5,38.6,74.0,0,5.0,,0,1,1,39.6,1,30,31,0,0,5,0,5,7,0.2,5.0,1,2022
Raekwon McMillan,11809,LB,NE,1,0,6.0,100.0,92.0,5.8,5.8,0,0,0,0.0,19,30.1,27.3,75.3,54.5,33.1,78.3,0,14.0,0.0,0,0,0,107.3,4,23,25,0,3,4,0,39,15,1.7,9.8,1,2022
Zach Cunningham,11812,LB,TEN,1,1,-1.0,100.0,89.5,8.0,8.0,0,0,0,0.0,31,77.8,67.9,75.0,56.0,55.5,80.2,0,7.0,0.0,0,0,0,87.5,2,17,19,1,2,2,0,10,12,0.6,5.0,1,2022
Chidobe Awuzie,11815,CB,CIN,1,0,13.5,45.5,100.0,8.0,3.6,0,0,1,9.1,7,69.5,65.7,77.4,,45.7,64.1,0,25.0,20.0,1,1,1,58.9,5,42,42,1,4,11,0,50,1,1.3,10.0,1,2022
Josh Jones,11816,S,SEA,1,0,3.0,80.0,100.0,9.5,7.6,0,0,0,0.0,29,46.6,42.3,76.8,,52.2,30.6,0,14.0,40.0,2,0,0,87.5,4,40,40,2,3,5,0,25,18,0.7,6.3,1,2022
Ahkello Witherspoon,11821,CB,PIT,1,1,6.2,77.8,100.0,9.3,7.2,0,0,0,0.0,25,61.9,62.9,79.2,,64.9,80.0,1,20.0,0.0,0,0,1,94.7,7,71,71,1,6,9,1,66,28,1.0,9.4,1,2022
Duke Riley,11830,LB,MIA,1,1,9.5,75.0,93.8,4.7,3.5,0,0,1,25.0,17,65.6,66.6,72.3,58.5,60.0,75.0,0,11.0,0.0,0,1,0,87.5,3,15,16,0,1,4,0,22,9,1.6,7.3,1,2022
Alex Anzalone,11831,LB,DET,1,3,4.3,66.7,74.4,15.5,10.3,0,0,0,0.0,11,38.4,40.3,0.0,65.7,58.8,81.2,0,12.0,0.0,0,0,1,85.4,2,32,43,0,1,3,0,20,10,0.6,10.0,1,2022
Tarell Basham,11835,ED,DAL,1,0,,,20.0,,,0,0,0,,9,61.5,66.5,75.3,59.4,65.2,,0,,,0,0,0,0.0,0,2,10,0,0,0,0,0,0,0.0,,1,2022
Shaquill Griffin,11845,CB,JAX,1,1,11.8,62.5,100.0,9.0,5.6,0,0,1,12.5,15,68.1,68.6,78.9,,65.1,78.7,0,49.0,0.0,0,1,0,132.3,5,52,52,1,3,8,2,74,11,1.6,14.8,1,2022
Jourdan Lewis,11846,CB,DAL,1,1,6.4,80.0,100.0,6.8,5.4,0,0,0,0.0,9,64.6,65.6,77.7,,64.0,78.2,0,24.0,0.0,0,0,0,108.3,4,27,27,0,3,5,0,50,37,1.9,12.5,1,2022
John Johnson III,11847,S,CLV,1,0,,,91.4,,,0,0,0,,8,61.6,63.0,0.0,68.3,71.3,55.8,0,,25.0,1,0,1,0.0,0,32,35,1,3,0,0,0,0,0.0,,1,2022
Cameron Sutton,11850,CB,PIT,1,0,12.8,37.5,100.0,21.7,8.1,0,0,4,50.0,25,73.9,74.5,79.7,,68.3,77.0,1,18.0,0.0,0,1,2,50.0,3,71,71,0,1,8,1,32,7,0.5,10.7,1,2022
Rasul Douglas,11854,CB,GB,1,0,0.0,100.0,100.0,8.3,8.3,0,0,0,0.0,12,75.6,69.7,74.5,,46.2,79.1,0,11.0,0.0,0,0,0,81.9,3,26,26,2,3,3,0,11,11,0.4,3.7,1,2022
Trey Hendrickson,11858,ED,CIN,1,0,,,7.3,,,0,0,0,,7,74.1,82.7,80.3,65.9,78.4,74.7,0,,0.0,0,0,0,0.0,0,3,41,1,2,0,0,0,0,0.0,,1,2022
Eddie Jackson,11867,S,CHI,1,0,,,100.0,,,0,0,0,,6,84.3,78.2,77.3,,45.7,32.3,1,,0.0,0,0,0,0.0,0,36,36,0,2,0,0,0,0,0.0,,1,2022
Rayshawn Jenkins,11868,S,JAX,1,0,12.6,80.0,92.3,10.5,8.4,0,0,0,0.0,15,41.2,35.6,77.3,63.8,42.9,29.4,0,27.0,50.0,1,0,0,118.8,4,48,52,0,1,5,0,64,23,1.5,16.0,1,2022
Deatrich Wise Jr.,11886,ED,NE,1,0,,,3.0,,,0,0,0,,19,60.0,90.2,79.0,90.2,67.7,72.0,0,,,0,0,0,0.0,0,1,33,1,0,0,0,0,0,0.0,,1,2022
Desmond King II,11906,CB,HST,1,2,5.3,71.4,95.7,8.6,6.1,0,0,2,28.6,13,58.4,62.2,78.0,68.4,68.5,66.4,0,28.0,20.0,1,2,0,113.7,5,45,47,0,2,7,0,91,59,2.1,18.2,1,2022
Jayon Brown,11910,LB,LV,1,0,4.3,100.0,90.5,6.0,6.0,0,0,0,0.0,23,44.6,40.4,74.4,55.4,49.1,78.9,0,11.0,0.0,0,0,0,102.8,3,19,21,0,3,3,0,26,13,1.4,8.7,1,2022
Anthony Walker,11916,LB,CLV,1,0,-5.0,100.0,88.0,20.0,20.0,0,0,0,0.0,8,70.7,73.4,73.9,53.8,68.7,40.5,0,-5.0,50.0,1,0,0,79.2,1,22,25,1,1,1,0,-5,0,-0.3,-5.0,1,2022
Matt Milano,11918,LB,BUF,1,2,1.3,100.0,98.0,16.0,16.0,0,0,0,0.0,4,67.3,71.2,73.4,58.9,72.2,81.9,0,10.0,0.0,0,0,0,98.6,3,49,50,0,5,3,0,23,19,0.5,7.7,1,2022
Chuck Clark,11941,S,BLT,1,3,2.4,80.0,95.5,14.8,11.8,0,0,0,0.0,3,80.1,80.5,76.4,54.5,63.8,44.0,0,9.0,25.0,2,0,0,86.7,4,63,66,2,3,5,0,24,25,0.4,6.0,1,2022
Xavier Woods,11946,S,CAR,1,0,17.0,0.0,100.0,,37.0,0,0,1,100.0,5,78.8,77.2,0.0,,66.0,59.0,0,,0.0,0,1,1,39.6,0,42,42,1,2,1,0,0,0,0.0,,1,2022
Tanner Vallejo,11950,LB,ARZ,1,0,,,80.0,,,0,0,0,,1,63.0,29.4,69.8,59.9,29.6,,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,,1,2022
Al-Quadin Muhammad,11951,ED,CHI,1,0,,,4.5,,,0,0,0,,6,60.0,34.8,80.7,46.7,35.8,27.6,0,,100.0,1,0,0,0.0,0,1,22,0,0,0,0,0,0,0.0,,1,2022
Elijah Lee,11987,LB,KC,1,0,-5.0,100.0,80.0,3.0,3.0,0,0,0,0.0,16,43.9,43.8,69.3,57.8,63.0,22.6,0,22.0,100.0,1,0,0,118.8,1,4,5,0,0,1,0,22,27,7.3,22.0,1,2022
Michael Davis,12040,CB,LAC,1,0,9.3,66.7,100.0,21.5,14.3,0,0,0,0.0,27,51.7,48.7,77.8,,39.1,37.5,0,22.0,0.0,0,0,1,109.0,2,45,45,0,3,3,0,37,17,0.9,18.5,1,2022
Arthur Maulet,12224,CB,PIT,1,0,9.3,50.0,89.1,18.5,9.3,0,0,0,0.0,25,53.3,61.7,77.1,71.8,80.1,53.4,0,11.0,50.0,1,0,0,65.6,2,41,46,2,1,4,0,21,17,0.6,10.5,1,2022
Sione Takitaki,12666,LB,CLV,1,0,,,80.0,,,0,0,0,,8,62.4,70.9,67.0,60.0,68.2,71.7,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,,1,2022
Jonathan Ledbetter,18645,DI,ARZ,1,0,,,9.1,,,0,0,0,,1,59.7,29.1,0.0,53.9,37.4,66.8,0,,,0,0,1,0.0,0,1,11,0,0,0,0,0,0,0.0,,1,2022
Foyesade Oluokun,24904,LB,JAX,1,0,1.4,57.1,92.3,10.8,6.1,0,0,0,0.0,15,51.6,57.3,73.4,55.1,68.5,70.0,0,25.0,0.0,0,0,1,69.3,4,48,52,2,3,7,0,33,35,0.8,8.3,1,2022
Levi Wallace,25445,CB,PIT,1,1,9.0,75.0,100.0,6.7,5.0,0,0,1,25.0,25,69.4,69.6,76.6,,63.0,79.1,0,24.0,0.0,0,0,0,101.0,3,22,22,1,3,4,0,35,10,1.8,11.7,1,2022
Clelin Ferrell,25955,ED,LV,1,0,,,40.0,,,0,0,0,,23,61.0,72.8,75.5,69.3,65.9,69.6,0,,,0,0,0,0.0,0,6,15,0,0,0,0,0,0,0.0,,1,2022
Maxx Crosby,26316,ED,LV,1,1,0.0,100.0,2.9,1.0,1.0,0,0,0,0.0,23,91.2,92.9,81.7,72.0,88.3,49.7,0,3.0,0.0,0,0,0,79.2,1,1,34,0,0,1,0,3,3,3.0,3.0,1,2022
Ben Banogu,26554,ED,IND,1,0,,,100.0,,,0,0,0,,14,60.0,62.5,69.2,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,1,2022
D.J. Reed Jr.,26940,CB,NYJ,1,0,21.3,0.0,100.0,,5.7,0,0,1,16.7,22,90.0,90.3,77.7,,77.7,75.4,1,,0.0,0,1,0,0.0,0,35,35,0,1,6,0,0,0,0.0,,1,2022
Siran Neal,27130,CB,BUF,1,0,,,100.0,,,0,0,0,,4,61.3,61.8,66.6,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,1,2022
Devin Bush,27375,LB,PIT,1,0,9.3,75.0,93.8,9.3,7.0,0,0,0,0.0,25,40.3,49.2,74.9,56.9,68.7,77.9,0,18.0,0.0,0,0,0,107.3,3,30,32,0,2,4,0,41,29,1.5,13.7,1,2022
David Long Jr.,27377,CB,LA,1,0,17.0,100.0,100.0,9.3,9.3,0,0,0,0.0,26,57.4,58.5,77.0,,62.3,76.9,0,47.0,0.0,0,0,0,118.8,3,28,28,0,3,3,0,60,9,2.1,20.0,1,2022
Malik Harrison,28081,LB,BLT,1,1,1.0,100.0,61.5,8.0,8.0,0,0,0,0.0,3,68.4,66.4,75.3,54.6,62.4,76.9,0,5.0,0.0,0,0,0,87.5,1,8,13,0,1,1,0,5,4,0.6,5.0,1,2022
Jerome Baker,28091,LB,MIA,1,1,0.8,100.0,94.3,8.0,8.0,0,0,0,0.0,17,54.6,48.2,74.9,55.9,46.2,27.6,0,8.0,33.3,2,0,0,91.7,4,33,35,2,3,4,0,24,21,0.8,6.0,1,2022
DeShon Elliott,28854,S,DET,1,0,-2.0,0.0,97.6,,39.0,0,0,0,0.0,11,67.5,70.7,79.9,59.1,67.7,82.3,0,,0.0,0,0,0,39.6,0,41,42,0,3,1,0,0,0,0.0,,1,2022
Jack Jones,29050,CB,NE,1,0,16.5,50.0,100.0,9.0,4.5,0,0,0,0.0,19,29.4,29.6,72.6,,60.0,23.1,0,26.0,100.0,1,0,0,95.8,1,9,9,0,0,2,0,26,5,2.9,26.0,1,2022
Darius Harris,29188,LB,KC,1,0,5.5,50.0,100.0,11.0,5.5,0,0,0,0.0,16,54.5,61.0,72.1,,68.1,73.2,0,6.0,,0,0,0,95.8,1,12,12,0,0,2,1,6,0,0.5,6.0,1,2022
David Long,29367,LB,TEN,1,0,2.0,100.0,80.6,23.0,23.0,0,0,0,0.0,31,74.3,66.5,76.2,87.7,41.6,36.5,0,4.0,25.0,1,0,0,83.3,1,25,31,2,3,1,0,4,2,0.2,4.0,1,2022
Germaine Pratt,29407,LB,CIN,1,1,,,85.2,,,0,0,0,,7,70.9,73.0,77.1,70.8,62.2,55.7,0,,0.0,0,0,0,0.0,0,23,27,0,0,0,0,0,0,0.0,,1,2022
Chris Board,29456,LB,DET,1,0,,,55.0,,,0,0,0,,11,52.8,70.3,76.0,75.9,68.9,26.1,0,,100.0,1,0,0,0.0,0,11,20,0,0,0,0,0,0,0.0,,1,2022
Logan Wilson,29623,LB,CIN,1,0,4.4,80.0,90.7,9.3,7.4,0,0,1,20.0,7,79.9,86.7,74.9,53.2,81.5,82.5,0,31.0,0.0,0,1,0,103.3,4,39,43,3,4,5,0,44,26,1.2,11.0,1,2022
Andrew Van Ginkel,30267,ED,MIA,1,0,,,66.7,,,0,0,0,,17,43.5,53.2,72.1,59.1,64.5,22.6,0,,100.0,1,0,0,0.0,0,2,3,0,0,0,0,0,0,0.0,,1,2022
T.J. Edwards,30737,LB,PHI,1,1,2.0,100.0,97.6,19.0,19.0,0,0,1,50.0,24,63.1,62.9,75.7,58.5,60.4,33.4,0,7.0,16.7,1,1,1,85.4,2,40,41,1,4,2,0,9,5,0.2,4.5,1,2022
Dane Jackson,32989,CB,BUF,1,1,5.2,60.0,100.0,16.0,9.6,0,0,0,0.0,4,65.8,67.1,78.5,,68.0,79.0,1,12.0,0.0,0,0,0,31.7,3,49,49,0,2,5,0,23,5,0.5,7.7,1,2022
Nasir Adderley,33880,S,LAC,1,0,22.0,100.0,100.0,43.0,43.0,0,0,0,0.0,27,72.4,76.4,80.1,,64.5,83.7,0,31.0,0.0,0,0,0,118.8,1,45,45,0,3,1,0,31,9,0.7,31.0,1,2022
Mike Hughes,34057,CB,DET,1,0,2.0,100.0,79.4,26.0,26.0,0,0,0,0.0,11,60.1,67.4,75.5,73.2,72.9,73.0,0,27.0,,0,0,0,118.8,1,27,34,0,0,1,0,27,25,1.0,27.0,1,2022
Darnell Savage,34247,S,GB,1,0,29.0,100.0,97.1,16.0,16.0,0,0,0,0.0,12,33.5,29.7,80.4,60.0,50.8,30.1,0,64.0,0.0,0,0,0,118.8,2,33,34,0,2,2,0,85,27,2.7,42.5,1,2022
Johnathan Abram,34646,S,LV,1,2,3.8,50.0,94.4,11.0,5.5,0,0,0,0.0,23,56.3,58.0,76.6,68.2,58.3,76.4,0,5.0,0.0,0,0,0,56.3,3,34,36,1,6,6,0,11,3,0.3,3.7,1,2022
Akeem Davis-Gaither,34788,LB,CIN,1,0,1.0,100.0,50.0,2.0,2.0,0,0,0,0.0,7,50.4,49.8,73.1,54.6,60.0,70.5,0,1.0,0.0,0,0,0,118.8,2,5,10,1,1,2,1,1,-1,0.3,0.5,1,2022
Jamel Dean,34918,CB,TB,1,0,11.3,42.9,98.0,15.0,6.4,0,0,2,28.6,30,68.6,68.5,79.3,57.7,64.1,77.8,0,7.0,0.0,0,1,0,50.3,3,49,50,2,4,7,0,17,0,0.4,5.7,1,2022
Trevis Gipson,35241,ED,CHI,1,0,,,7.1,,,0,0,0,,6,60.5,54.8,78.6,63.5,47.7,71.4,0,,0.0,0,0,0,0.0,0,1,14,0,1,0,0,0,0,0.0,,1,2022
Tae Crowder,35774,LB,NYG,1,0,6.6,80.0,76.9,7.0,5.6,0,0,0,0.0,21,31.7,29.0,78.3,50.1,41.2,44.1,0,31.0,0.0,0,0,0,158.3,4,30,39,0,2,5,1,76,47,2.7,19.0,1,2022
Jonas Griffith,35858,LB,DEN,1,0,7.7,66.7,100.0,8.5,5.7,0,0,0,0.0,10,77.2,69.5,73.2,,49.4,50.4,0,25.0,0.0,0,0,0,133.3,2,19,19,3,3,3,1,26,3,1.5,13.0,1,2022
Darrell Taylor,36001,ED,SEA,1,0,10.0,100.0,10.3,2.0,2.0,0,0,0,0.0,29,26.7,46.7,79.1,66.7,59.6,,0,27.0,,0,0,0,118.8,2,4,39,0,0,2,0,52,32,13.0,26.0,1,2022
Austin Bryant,36248,ED,DET,1,0,,,14.3,,,0,0,0,,11,56.4,46.1,78.8,50.4,61.8,27.8,0,,100.0,1,0,0,0.0,0,3,21,0,0,0,0,0,0,0.0,,1,2022
Shy Tuttle,37279,DI,NO,1,0,,,6.3,,,0,0,0,,20,59.5,41.9,77.2,55.2,44.3,70.2,0,,,0,0,0,0.0,0,1,16,0,0,0,0,0,0,0.0,,1,2022
Quinton Bell,37468,ED,ATL,1,0,17.0,100.0,57.1,4.0,4.0,0,0,0,0.0,2,43.4,49.3,71.9,54.6,65.6,70.5,0,26.0,,0,0,0,118.8,1,4,7,0,0,1,0,26,9,6.5,26.0,1,2022
Camryn Bynum,38408,S,MIN,1,3,3.0,100.0,100.0,43.0,43.0,0,0,0,0.0,18,69.2,73.4,80.6,,66.0,87.2,0,12.0,0.0,0,0,0,116.7,1,43,43,0,3,1,0,12,9,0.3,12.0,1,2022
Casey Toohill,38472,ED,WAS,1,0,,,8.7,,,0,0,0,,32,60.2,46.1,79.4,53.3,44.3,27.7,0,,,0,0,0,0.0,0,2,23,0,0,0,0,0,0,0.0,,1,2022
Matthew Adams,38526,LB,CHI,1,0,,,100.0,,,0,0,0,,6,61.6,60.3,69.2,,58.7,77.3,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,1,2022
Tershawn Wharton,40292,DI,KC,1,0,,,4.3,,,0,0,0,,16,60.0,53.4,76.6,61.0,48.4,28.4,0,,,0,0,0,0.0,0,1,23,1,0,0,0,0,0,0.0,,1,2022
L'Jarius Sneed,40588,CB,KC,1,1,1.5,66.7,89.7,8.3,5.5,0,0,1,16.7,16,90.2,90.0,76.5,66.9,68.2,67.6,0,11.0,14.3,1,1,0,73.6,4,35,39,3,5,6,0,23,34,0.7,5.8,1,2022
Alohi Gilman,41662,S,LAC,1,0,19.0,100.0,100.0,17.0,17.0,0,0,0,0.0,27,55.0,54.0,73.9,,60.0,77.3,0,21.0,0.0,0,0,0,118.8,1,18,18,0,1,1,0,21,2,1.2,21.0,1,2022
Trevon Diggs,41817,CB,DAL,1,0,19.5,50.0,100.0,9.7,4.8,0,0,2,33.3,9,58.5,54.3,77.0,,46.0,76.9,0,19.0,0.0,0,2,0,106.3,3,29,29,0,2,6,1,33,12,1.1,11.0,1,2022
Divine Deablo,42208,LB,LV,1,1,4.5,87.5,97.0,4.4,3.9,0,0,0,0.0,23,28.5,38.2,74.2,59.1,74.9,81.5,0,23.0,0.0,0,0,0,143.2,7,32,33,0,2,8,2,71,39,2.3,10.1,1,2022
Bryce Hall,42313,CB,NYJ,1,0,28.0,100.0,80.0,4.0,4.0,0,0,0,0.0,22,46.1,44.2,68.0,58.4,,,0,25.0,,0,0,0,158.3,1,4,5,0,0,1,1,25,0,6.3,25.0,1,2022
Isaiah Simmons,42451,LB,ARZ,1,0,12.7,100.0,85.7,11.0,11.0,0,0,0,0.0,1,49.7,39.3,75.4,77.6,26.7,51.4,0,26.0,33.3,1,0,0,158.3,3,36,42,0,2,3,1,53,20,1.6,17.7,1,2022
Cameron Dantzler,42472,CB,MIN,1,0,5.4,80.0,100.0,10.0,8.0,0,0,0,0.0,18,74.5,69.8,77.3,,44.4,57.3,0,9.0,25.0,1,0,0,88.3,4,40,40,1,3,5,0,26,16,0.7,6.5,1,2022
Antoine Winfield Jr.,42475,S,TB,1,1,6.4,62.5,90.0,8.4,5.3,0,0,0,0.0,30,71.0,71.6,77.0,49.4,74.1,84.4,1,22.0,0.0,0,0,0,43.2,5,45,50,1,4,8,0,55,30,1.3,11.0,1,2022
Tomon Fox,42486,ED,NYG,1,0,-2.0,100.0,33.3,2.0,2.0,0,0,0,0.0,21,44.8,56.2,75.6,62.8,62.2,72.4,0,8.0,,0,0,0,87.5,2,4,12,1,0,2,0,10,14,2.5,5.0,1,2022
Krys Barnes,42548,LB,GB,1,0,,,80.0,,,0,0,0,,12,63.9,54.5,71.5,59.0,53.4,,0,,,0,0,0,0.0,0,4,5,0,0,0,0,0,0,0.0,,1,2022
Terrell Lewis,42845,ED,LA,1,0,1.0,50.0,33.3,6.0,3.0,0,0,0,0.0,26,68.9,68.5,75.5,57.4,65.8,29.3,1,2.0,33.3,1,0,0,16.7,1,6,18,0,2,2,0,2,5,0.3,2.0,1,2022
Kristian Fulton,42894,CB,TEN,1,0,11.3,100.0,100.0,7.3,7.3,0,0,0,0.0,31,46.9,60.2,78.2,,91.0,25.9,0,65.0,25.0,1,0,0,158.3,4,31,31,2,3,4,1,84,39,2.9,21.0,1,2022
Jonathon Cooper,43021,ED,DEN,1,0,1.0,100.0,40.0,1.0,1.0,0,0,0,0.0,10,57.4,31.4,0.0,56.2,60.0,69.9,0,18.0,0.0,0,0,1,104.2,2,2,5,1,1,2,0,18,16,9.0,9.0,1,2022
Charvarius Ward,43034,CB,SF,1,0,22.0,40.0,100.0,11.5,4.6,0,0,1,20.0,28,53.9,58.1,77.9,,66.2,73.3,0,22.0,,0,1,1,108.3,2,24,24,0,0,5,1,40,0,1.7,20.0,1,2022
Brandon Jones,43049,S,MIA,1,1,8.6,40.0,88.6,15.0,6.0,0,0,1,20.0,17,64.7,70.6,73.9,83.4,61.8,66.5,0,15.0,16.7,1,1,0,53.8,2,31,35,1,4,5,0,22,16,0.7,11.0,1,2022
Devin White,43089,LB,TB,1,0,3.7,50.0,76.0,11.3,5.7,0,1,1,16.7,30,47.4,58.4,74.0,74.4,64.8,84.0,0,13.0,0.0,0,1,0,63.2,3,38,50,3,3,6,0,28,18,0.8,9.3,1,2022
Jeremy Chinn,43179,S,CAR,1,0,11.5,100.0,95.3,18.0,18.0,0,0,0,0.0,5,55.8,49.2,76.9,58.0,44.2,55.2,0,13.0,0.0,0,0,0,114.6,2,41,43,0,1,2,0,23,0,0.6,11.5,1,2022
Mack Wilson,43190,LB,NE,1,0,11.7,66.7,100.0,6.0,4.0,0,0,0,0.0,19,28.4,45.1,71.8,,88.1,32.2,0,15.0,100.0,1,0,0,97.9,2,12,12,0,0,3,0,29,19,2.4,14.5,1,2022
Richie Grant,43196,S,ATL,1,1,8.0,66.7,95.2,19.0,12.7,0,0,1,33.3,2,61.6,64.9,78.3,70.9,62.7,87.3,0,14.0,0.0,0,1,0,82.6,2,40,42,1,4,3,0,18,-2,0.5,9.0,1,2022
Damar Hamlin,43291,S,BUF,1,0,,,100.0,,,0,0,0,,4,60.0,60.1,67.8,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,1,2022
Myles Bryant,43336,CB,NE,1,0,8.5,50.0,100.0,11.5,5.8,0,1,0,0.0,19,47.1,48.5,74.6,,61.0,29.3,0,16.0,25.0,1,0,0,68.8,2,23,23,0,3,4,0,24,14,1.0,12.0,1,2022
Patrick Jones II,43974,ED,MIN,1,0,,,10.0,,,0,0,0,,18,60.0,75.0,74.9,68.4,66.1,,0,,,0,0,0,0.0,0,1,10,0,0,0,0,0,0,0.0,,1,2022
Byron Murphy Jr.,44027,CB,ARZ,1,0,4.5,83.3,97.7,8.0,6.7,0,0,0,0.0,1,56.9,58.4,77.9,58.7,64.8,77.5,0,12.0,0.0,0,0,0,133.3,5,43,44,0,2,6,1,39,14,1.0,7.8,1,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,0,,,18.5,,,0,0,0,,2,62.9,46.5,0.0,45.2,66.3,43.3,0,,100.0,1,0,1,0.0,0,5,27,0,0,0,0,0,0,0.0,,1,2022
Jamir Jones,44287,ED,PIT,1,0,,,7.7,,,0,0,0,,25,60.0,77.5,73.8,66.4,70.7,70.5,0,,,0,0,0,0.0,0,1,13,0,0,0,0,0,0,0.0,,1,2022
Kyzir White,44485,LB,PHI,1,0,1.5,50.0,96.6,27.0,13.5,0,0,0,0.0,24,82.8,70.3,74.7,58.5,48.2,43.2,0,-1.0,0.0,0,0,0,56.3,1,28,29,2,2,2,0,-1,5,0.0,-1.0,1,2022
Brian Burns,44522,ED,CAR,1,0,,,5.3,,,0,0,0,,5,63.2,53.5,13.3,65.4,49.8,37.6,0,,0.0,0,0,1,0.0,0,2,38,1,1,0,0,0,0,0.0,,1,2022
D.J. Wonnum,44550,ED,MIN,1,0,,,11.8,,,0,0,0,,18,60.7,54.0,74.0,62.9,46.5,72.8,0,,,0,0,0,0.0,0,2,17,1,0,0,0,0,0,0.0,,1,2022
Leki Fotu,44614,DI,ARZ,1,0,,,9.5,,,0,0,0,,1,58.5,46.0,75.8,50.6,52.7,69.2,0,,,0,0,0,0.0,0,2,21,0,0,0,0,0,0,0.0,,1,2022
Jordan Fuller,45326,S,LA,1,0,4.0,100.0,100.0,14.0,14.0,0,0,0,0.0,26,60.4,62.3,71.6,,60.0,46.0,0,5.0,50.0,1,0,0,87.5,1,14,14,0,1,1,0,5,1,0.4,5.0,1,2022
Brandon Stephens,45644,CB,BLT,1,0,9.3,37.5,100.0,15.0,5.6,0,0,1,12.5,3,57.1,58.0,77.5,,61.7,29.5,0,15.0,33.3,1,1,1,87.0,3,47,47,1,2,8,1,27,2,0.6,9.0,1,2022
Anthony Nelson,48405,ED,TB,1,0,,,18.8,,,0,0,0,,30,58.6,51.1,0.0,62.7,61.1,71.2,0,,,0,0,1,0.0,0,3,16,1,0,0,0,0,0,0.0,,1,2022
Jonathan Greenard,48407,ED,HST,1,0,,,2.4,,,0,0,0,,13,60.0,57.7,82.4,57.9,55.8,29.5,0,,,0,0,0,0.0,0,1,42,0,0,0,0,0,0,0.0,,1,2022
Michael Danna,48415,ED,KC,1,0,,,7.4,,,0,0,0,,16,60.5,75.6,78.0,82.4,49.4,25.9,0,,,0,0,0,0.0,0,2,27,0,0,0,0,0,0,0.0,,1,2022
James Smith-Williams,48455,ED,WAS,1,0,,,3.7,,,0,0,0,,32,60.0,53.0,80.0,50.9,59.1,71.9,0,,,0,0,0,0.0,0,1,27,0,0,0,0,0,0,0.0,,1,2022
Sam Hubbard,48457,ED,CIN,1,0,,,12.2,,,1,0,0,,7,63.2,57.1,10.2,53.7,69.3,27.8,0,,100.0,2,0,1,0.0,0,5,41,0,0,0,0,0,0,0.0,,1,2022
Tyquan Lewis,48475,ED,IND,1,0,,,4.3,,,0,0,0,,14,60.0,56.4,77.5,62.7,48.8,24.3,0,,,0,0,0,0.0,0,1,23,0,0,0,0,0,0,0.0,,1,2022
Justin Hollins,48498,ED,LA,1,0,-3.0,100.0,21.1,4.0,4.0,0,0,0,0.0,26,64.3,31.6,0.0,50.3,37.6,35.4,0,5.0,0.0,0,0,1,87.5,1,4,19,0,1,1,0,5,8,1.3,5.0,1,2022
Carl Granderson,48500,ED,NO,1,0,,,6.7,,,0,0,0,,20,45.4,45.5,78.0,57.6,52.7,71.2,0,,,0,0,0,0.0,0,1,15,0,0,0,0,0,0,0.0,,1,2022
Bradley Chubb,48526,ED,DEN,1,0,14.0,100.0,32.1,7.0,7.0,0,0,0,0.0,10,41.6,84.7,0.0,93.7,62.6,53.7,0,38.0,,0,0,1,158.3,1,9,28,2,0,1,1,38,24,5.4,38.0,1,2022
