player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr,week,year
Tyrion Davis-Price,99169,HB,SF,1,2,0,28,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,52.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
D'Onta Foreman,11844,HB,CAR,1,2,0,5,0,-1.0,1,100.0,,0,0,0.0,0,1,0,78.7,99.9,0,23,50.0,1,2,1,50.0,1,118.8,1,50.0,0,23,24,24.0,23.0,23.0,,0,,,0,0,,0,0,0,68.3,78.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Joe Fortson,94384,TE,KC,1,2,0,16,0,,0,,,0,0,,0,0,0,,51.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,6.0,0,0.0,,0,0,,0,0,0,68.3,68.9,0,0,0.0,0,4,0,100.0,4,39.6,1,50.0,0,0,0,,,0.0,7,2022
Jason Moore,91472,WR,LAC,1,2,0,27,0,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,13.0,0,50.0,0.0,0,1,0.0,0,0,0,70.5,53.5,0,5,0.0,0,3,1,100.0,3,56.3,2,100.0,0,5,0,0.0,5.0,1.67,7,2022
Kareem Hunt,11841,HB,CLV,1,2,0,8,0,-2.0,0,0.0,,0,0,,0,0,0,,46.2,0,0,0.0,0,3,0,100.0,3,39.6,1,50.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,49.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,7,2022
Christian McCaffrey,11763,HB,SF,1,2,0,28,0,-5.0,0,100.0,,0,0,0.0,0,1,0,78.7,93.6,0,13,0.0,0,2,1,100.0,2,118.8,1,50.0,0,13,18,18.0,13.0,6.5,-5.0,0,100.0,,0,0,0.0,0,1,0,70.5,74.3,0,13,0.0,0,4,1,100.0,4,118.8,1,50.0,0,13,18,18.0,13.0,3.25,7,2022
Danny Gray,121926,WR,SF,1,2,0,28,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,54.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7,2022
Tony Pollard,27126,HB,DAL,1,2,0,9,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,52.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Sony Michel,27589,HB,LAC,1,2,0,27,0,,0,,,0,0,,0,0,0,,52.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,64.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Harrison Bryant,26394,TE,CLV,1,2,0,8,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,56.8,0,1,33.3,1,3,1,66.7,2,79.2,1,50.0,0,1,3,3.0,1.0,0.5,13.0,0,100.0,,0,0,0.0,0,1,0,68.3,55.4,0,14,0.0,0,10,1,80.0,8,118.8,1,50.0,0,14,1,1.0,14.0,1.75,7,2022
Richie James Jr.,28991,WR,NYG,1,2,0,21,0,,0,,,0,0,,0,0,0,,53.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,14.0,0,0.0,0.0,0,1,,0,0,0,,46.5,0,0,0.0,0,5,0,100.0,5,39.6,1,50.0,0,0,0,,,0.0,7,2022
Michael Gallup,26075,WR,DAL,1,2,0,9,0,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,25.5,41.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7,2022
Ian Thomas,42130,TE,CAR,1,1,0,5,0,-6.0,1,100.0,,0,0,0.0,0,0,0,78.7,59.5,0,3,0.0,0,2,1,100.0,2,79.2,1,100.0,0,3,9,9.0,3.0,1.5,,0,,,0,0,,0,0,0,64.7,53.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Matt Breida,12271,HB,NYG,1,1,0,21,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,53.4,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Taysom Hill,12112,TE,NO,1,1,0,20,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,96.1,0,3,0.0,0,2,1,50.0,1,118.8,1,100.0,1,3,6,6.0,3.0,3.0,,0,,,0,0,,0,0,0,68.3,69.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7,2022
Avery Williams,42873,HB,ATL,1,1,0,2,0,-3.0,0,0.0,,0,0,,0,0,0,,50.7,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,52.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Amon-Ra St. Brown,84470,WR,DET,1,1,0,11,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,59.4,0,4,0.0,0,2,1,100.0,2,83.3,1,100.0,0,4,8,8.0,4.0,2.0,,0,,,0,0,,0,0,0,64.7,58.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Ty Johnson,45769,HB,NYJ,1,1,0,22,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,70.5,60.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Drake London,86519,WR,ATL,1,1,0,2,0,,0,,,0,0,,0,0,0,,46.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,0,0,70.5,70.1,0,9,0.0,0,3,1,100.0,3,104.2,1,100.0,0,9,3,3.0,9.0,3.0,7,2022
Josh Oliver,47083,TE,BLT,1,1,0,3,0,,0,,,0,0,,0,0,0,,41.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,11.0,0,0.0,0.0,0,1,,0,0,0,,51.2,0,0,0.0,0,1,0,100.0,1,39.6,1,100.0,0,0,0,,,0.0,7,2022
Andrew Beck,47121,FB,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,56.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,7,2022
Eric Saubert,11929,TE,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,47.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,19.0,0,0.0,,0,0,,0,0,0,,52.2,0,0,0.0,0,3,0,100.0,3,39.6,1,100.0,0,0,0,,,0.0,7,2022
Jamaal Williams,11889,HB,DET,1,1,0,11,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,63.0,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Nick Westbrook-Ikhine,47861,WR,TEN,1,1,0,31,0,,0,,,0,0,,0,0,0,,49.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,51.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,7,2022
Cam Sims,47908,WR,WAS,1,1,0,32,0,,0,,,0,0,,0,0,0,,46.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,49.3,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,7,2022
Jeff Smith,48055,WR,NYJ,1,1,0,22,0,,0,,,0,0,,0,0,0,,51.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,52.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,7,2022
Dante Pettis,48113,WR,CHI,1,1,0,6,0,-2.0,1,100.0,,0,0,0.0,0,0,0,78.7,61.3,0,2,0.0,0,1,1,100.0,1,79.2,1,100.0,0,2,4,4.0,2.0,2.0,,0,,,0,0,,0,0,0,68.3,55.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7,2022
Corey Davis,11760,WR,NYJ,1,1,0,22,0,,0,,,0,0,,0,0,0,,49.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,53.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7,2022
Robbie Anderson,11254,WR,ARZ,1,1,0,1,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,52.9,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,7,2022
N'Keal Harry,48297,WR,CHI,1,1,0,6,0,,0,,,0,0,,0,0,0,,48.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,14.0,0,100.0,,0,0,0.0,0,1,0,64.7,59.7,0,14,0.0,0,5,1,80.0,4,118.8,1,100.0,0,14,0,0.0,14.0,3.5,7,2022
Dan Arnold,51842,TE,JAX,1,1,0,15,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,99.8,0,24,0.0,0,1,1,100.0,1,118.8,1,100.0,0,24,26,26.0,24.0,24.0,,0,,,0,0,,0,0,0,64.7,60.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,7,2022
Colby Parkinson,52266,TE,SEA,1,1,0,29,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,53.8,0,0,0.0,0,2,0,0.0,0,0.0,0,0.0,0,0,0,,,,7,2022
Skyy Moore,97116,WR,KC,1,1,0,16,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,14.0,0,0.0,0.0,0,1,,0,0,0,,51.1,1,0,0.0,0,6,0,100.0,6,0.0,1,100.0,0,0,0,,,0.0,7,2022
Connor Heyward,57301,TE,PIT,1,1,0,25,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,57.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Hunter Henry,10669,TE,NE,1,1,0,19,0,,0,,,0,0,,0,0,0,,47.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.4,58.0,0,0,0.0,0,12,0,83.3,10,0.0,0,0.0,0,0,0,,,0.0,7,2022
Jelani Woods,60509,TE,IND,1,1,0,14,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,51.0,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,7,2022
Noah Gray,60878,TE,KC,1,1,0,16,0,,0,,,0,0,,0,0,0,,44.7,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,7.0,0,100.0,,0,0,0.0,0,1,0,68.3,73.2,0,10,0.0,0,3,1,100.0,3,108.3,1,100.0,0,10,3,3.0,10.0,3.33,7,2022
Damiere Byrd,9964,WR,ATL,1,1,0,2,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,81.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,7,2022
Jake Ferguson,61081,TE,DAL,1,1,0,9,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,6.0,0,100.0,,0,0,0.0,0,0,0,68.3,57.1,0,7,0.0,0,1,1,100.0,1,95.8,1,100.0,0,7,1,1.0,7.0,7.0,7,2022
Geoff Swaim,9679,TE,TEN,1,1,0,31,0,,0,,,0,0,,0,0,0,,,0,0,100.0,1,1,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,53.7,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,7,2022
Laviska Shenault Jr.,61220,WR,CAR,1,1,0,5,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,63.8,0,8,0.0,0,1,1,100.0,1,100.0,1,100.0,0,8,10,10.0,8.0,8.0,,0,,,0,0,,0,0,0,64.7,61.1,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Jaelon Darden,61522,WR,TB,1,1,0,30,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,63.6,0,1,0.0,0,1,1,100.0,1,79.2,1,100.0,0,1,5,5.0,1.0,1.0,-4.0,0,100.0,,0,0,0.0,0,0,0,64.7,59.7,0,1,0.0,0,1,1,100.0,1,79.2,1,100.0,0,1,5,5.0,1.0,1.0,7,2022
David Bell,97989,WR,CLV,1,1,0,8,0,,0,,,0,0,,0,0,0,,44.7,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,48.8,0,0,0.0,0,15,0,93.3,14,0.0,0,0.0,0,0,0,,,0.0,7,2022
Tim Jones,61669,WR,JAX,1,1,0,15,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,59.4,0,7,0.0,0,2,1,100.0,2,95.8,1,100.0,0,7,8,8.0,7.0,3.5,,0,,,0,0,,0,0,0,68.3,56.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Rashid Shaheed,63707,WR,NO,1,1,0,20,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,68.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,7,2022
Justin Watson,66915,WR,KC,1,1,0,16,0,,0,,,0,0,,0,0,0,,47.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,11.0,0,100.0,,0,0,0.0,0,1,0,64.7,62.7,0,4,0.0,0,5,1,80.0,4,122.9,1,100.0,1,4,0,0.0,4.0,1.0,7,2022
Tanner Hudson,66924,TE,NYG,1,1,0,21,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,49.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,7,2022
Kyle Rudolph,6195,TE,TB,1,1,0,30,0,,0,,,0,0,,0,0,0,,48.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,57.1,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7,2022
Hassan Haskins,83701,HB,TEN,1,1,0,31,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,64.7,61.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Isaiah Likely,83955,TE,BLT,1,1,0,3,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,11.0,0,100.0,,0,0,0.0,0,1,0,68.3,74.2,0,16,0.0,0,4,1,75.0,3,118.8,1,100.0,0,16,5,5.0,16.0,5.33,7,2022
Mason Kinsey,115664,WR,TEN,1,1,0,31,0,,0,,,0,0,,0,0,0,,55.7,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,3.0,0,100.0,,0,0,0.0,0,0,0,68.3,54.9,0,3,0.0,0,8,1,100.0,8,79.2,1,100.0,0,3,0,0.0,3.0,0.38,7,2022
Chigoziem Okonkwo,84000,TE,TEN,1,1,0,31,0,,0,,,0,0,,0,0,0,,47.6,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,27.9,37.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,7,2022
Tommy Tremble,84025,TE,CAR,1,1,0,5,0,,0,,,0,0,,0,0,0,,40.2,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,77.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,7,2022
Daniel Bellinger,84041,TE,NYG,1,1,0,21,0,,0,,,0,0,,0,0,0,,46.8,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,66.6,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,7,2022
Nelson Agholor,9453,WR,NE,1,1,0,19,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,55.9,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Kevin White,9440,WR,NO,1,1,0,20,0,,0,,,0,0,,0,0,0,,50.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,76.0,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,7,2022
Dax Milne,84147,WR,WAS,1,1,0,32,0,,0,,,0,0,,0,0,0,,50.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,53.1,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,7,2022
Ryan Griffin,7982,TE,CHI,1,1,0,6,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,66.0,0,5,0.0,0,1,1,100.0,1,87.5,1,100.0,0,5,7,7.0,5.0,5.0,,0,,,0,0,,0,0,0,64.7,61.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Justin Herbert,28237,QB,LAC,1,1,0,27,0,,0,,,0,0,,0,0,0,,,0,0,0.0,0,4,0,0.0,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Jeff Wilson Jr.,29413,HB,SF,1,1,0,28,0,,0,,,0,0,,0,0,0,,50.6,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,49.7,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Samori Toure,25276,WR,GB,1,1,0,12,0,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,4.0,1,100.0,,0,0,0.0,0,0,0,68.3,52.1,0,4,0.0,0,9,1,66.7,6,83.3,1,100.0,0,4,0,0.0,4.0,0.67,7,2022
Kendall Hinton,34045,WR,DEN,1,1,0,10,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,68.3,83.4,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,7,2022
David Sills,34579,WR,NYG,1,1,0,21,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,14.0,0,100.0,,0,0,0.0,0,1,0,68.3,77.0,0,19,0.0,0,1,1,100.0,1,118.8,1,100.0,0,19,5,5.0,19.0,19.0,7,2022
Kylen Granson,40630,TE,IND,1,1,0,14,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,5.0,0,100.0,,0,0,0.0,0,0,0,68.3,48.9,0,6,0.0,0,10,1,100.0,10,91.7,1,100.0,0,6,1,1.0,6.0,0.6,7,2022
James Robinson,22425,HB,JAX,1,1,0,15,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,,57.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Ko Kieft,41372,TE,TB,1,1,0,30,0,,0,,,0,0,,0,0,0,,46.5,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,64.7,72.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,7,2022
Khalil Herbert,41668,HB,CHI,1,1,0,6,0,-1.0,0,100.0,,0,0,0.0,0,1,0,78.7,92.1,0,25,20.0,1,5,1,80.0,4,158.3,1,100.0,1,25,26,26.0,25.0,6.25,,0,,,0,0,,0,0,0,70.5,87.8,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7,2022
Greg Dortch,42237,WR,ARZ,1,1,0,1,0,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,1,0,68.3,58.7,0,5,0.0,0,15,1,93.3,14,127.1,1,100.0,1,5,1,1.0,5.0,0.36,7,2022
Tyreek Hill,10799,WR,MIA,1,14,0,17,0,-1.5,0,100.0,,0,0,0.0,0,0,0,84.5,64.1,0,10,0.0,0,3,2,100.0,3,83.3,2,14.3,0,8,11,5.5,4.0,2.67,11.8,0,100.0,100.0,1,1,0.0,0,4,0,70.5,90.4,0,36,0.0,0,14,6,92.9,13,118.8,6,42.9,0,89,18,3.0,14.8,6.85,8,2022
DeAndre Hopkins,7808,WR,ARZ,1,13,0,1,0,,0,,,0,0,,0,0,0,,44.4,0,0,0.0,0,13,0,76.9,10,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,82.2,79.6,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,8,2022
D.J. Moore,48267,WR,CAR,1,11,0,5,0,0.0,1,100.0,,0,0,0.0,0,0,0,78.7,49.7,0,5,0.0,0,8,1,100.0,8,87.5,1,9.1,0,5,5,5.0,5.0,0.63,12.3,1,66.7,0.0,0,1,0.0,0,1,0,54.5,79.1,0,29,0.0,0,17,2,82.4,14,104.9,3,27.3,0,34,24,12.0,17.0,2.43,8,2022
Tyler Conklin,47124,TE,NYJ,1,11,0,22,0,,0,,,0,0,,0,0,0,,36.1,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,20.6,1,60.0,,0,0,0.0,0,3,0,78.0,92.9,0,27,0.0,0,8,3,100.0,8,135.0,5,45.5,1,52,17,5.7,17.3,6.5,8,2022
Mike Evans,8642,WR,TB,1,11,0,30,0,-1.0,0,0.0,,0,0,,0,0,0,,45.7,0,0,0.0,0,6,0,100.0,6,39.6,1,9.1,0,0,0,,,0.0,21.8,0,50.0,,0,0,0.0,0,2,0,78.0,66.8,0,28,0.0,0,15,2,93.3,14,95.8,4,36.4,0,51,7,3.5,25.5,3.64,8,2022
Jakobi Meyers,47468,WR,NE,1,11,0,19,0,-1.0,1,100.0,,0,0,0.0,0,1,0,88.7,93.1,0,13,0.0,0,7,3,100.0,7,100.0,3,27.3,0,24,27,9.0,8.0,3.43,2.9,1,100.0,,0,0,0.0,0,4,0,81.1,76.1,0,16,0.0,0,33,7,97.0,32,140.8,7,63.6,1,58,38,5.4,8.3,1.81,8,2022
Cooper Kupp,11824,WR,LA,1,11,0,26,0,-0.5,0,100.0,,0,0,0.0,0,2,0,84.5,91.3,0,6,11.1,1,9,2,88.9,8,85.4,2,18.2,0,9,10,5.0,4.5,1.13,6.3,0,83.3,0.0,0,1,0.0,0,3,0,80.0,78.1,0,16,0.0,0,27,5,92.6,25,128.5,6,54.5,1,32,15,3.0,6.4,1.28,8,2022
D.K. Metcalf,47864,WR,SEA,1,10,0,29,0,,0,,,0,0,,0,0,0,,52.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,26.5,0,0.0,0.0,0,1,,0,0,0,76.5,78.8,0,0,0.0,0,6,0,100.0,6,39.6,2,20.0,0,0,0,,,0.0,8,2022
A.J. Brown,48327,WR,PHI,1,10,0,24,0,,0,,,0,0,,0,0,0,,49.0,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,43.0,0,100.0,100.0,1,1,0.0,0,1,0,77.3,94.0,0,39,0.0,0,9,1,88.9,8,158.3,1,10.0,1,39,0,0.0,39.0,4.88,8,2022
Terrace Marshall Jr.,84271,WR,CAR,1,9,0,5,0,-2.0,0,100.0,,0,0,0.0,0,1,0,78.7,73.5,0,8,0.0,0,8,1,100.0,8,100.0,1,11.1,0,8,10,10.0,8.0,1.0,,0,,,0,0,,0,0,0,73.4,76.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,8,2022
Christian McCaffrey,11763,HB,SF,1,9,0,28,0,-6.0,0,100.0,,0,0,0.0,0,0,0,88.7,92.7,0,7,0.0,0,4,3,100.0,4,79.2,3,33.3,0,6,24,8.0,2.0,1.5,-4.5,0,100.0,,0,0,0.0,0,0,0,80.0,92.3,0,7,0.0,0,5,2,80.0,4,89.6,2,22.2,0,11,20,10.0,5.5,2.75,8,2022
Alvin Kamara,11822,HB,NO,1,9,0,20,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,62.4,0,2,0.0,0,2,1,100.0,2,79.2,1,11.1,0,2,5,5.0,2.0,1.0,0.0,0,100.0,,0,0,0.0,0,0,0,82.7,93.4,0,8,0.0,0,2,2,100.0,2,87.5,2,22.2,0,10,10,5.0,5.0,5.0,8,2022
