player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week,year
Joe Mixon,11803,HB,CIN,1,24,1,0,0.0,0,0,61,0,0,1,42.0,6.3,0,4,7,0,11,78.5,58.9,77.1,,79.4,68.2,55.5,60.0,7,0,13,4,21,26,0,0,4,28,1,61,42,1.75,2.5,0.62,12,4,2022
Derrick Henry,10679,HB,TEN,1,22,4,2,34.7,41,0,118,2,0,4,76.0,55.3,4,5,31,0,8,77.8,76.1,73.9,,74.6,29.7,80.3,60.0,22,0,33,3,11,22,0,0,5,25,1,118,76,3.45,5.4,3.0,13,4,2022
Dalvin Cook,11796,HB,MIN,1,20,4,0,0.0,0,0,76,0,0,4,43.0,39.1,2,2,18,0,5,77.4,67.1,77.1,,50.9,70.6,64.9,60.0,14,0,10,2,20,22,0,0,2,22,0,76,43,2.15,3.8,0.5,14,4,2022
Jonathan Taylor,57488,HB,IND,1,20,4,0,0.0,0,0,42,1,0,4,49.0,46.7,2,3,14,1,8,26.1,45.7,77.6,,45.3,34.5,51.0,60.0,11,0,1,1,29,22,0,0,2,21,0,42,49,2.45,2.1,0.03,12,4,2022
Clyde Edwards-Helaire,57279,HB,KC,1,19,2,1,21.7,20,0,92,1,0,2,63.0,33.2,1,5,16,0,8,77.5,67.2,77.7,,65.8,40.4,72.9,60.0,20,0,2,1,22,22,0,0,2,20,1,92,63,3.32,4.8,0.09,11,4,2022
Khalil Herbert,41668,HB,CHI,1,19,5,1,19.5,15,0,77,0,0,5,46.0,60.5,2,2,6,0,7,77.3,57.2,79.1,,26.2,60.2,60.4,,15,0,24,1,17,20,0,0,1,20,0,77,46,2.42,4.1,1.41,12,4,2022
Nick Chubb,45783,HB,CLV,1,19,6,1,23.7,28,0,118,0,0,6,70.0,105.3,5,6,8,0,11,77.1,72.4,73.8,,78.4,57.0,72.6,60.0,28,0,9,2,15,21,0,0,2,21,1,118,70,3.68,6.2,0.6,8,4,2022
Ezekiel Elliott,10638,HB,DAL,1,19,3,0,0.0,0,0,49,0,1,3,44.0,44.1,0,1,9,0,3,77.1,64.0,76.7,,58.6,68.1,62.1,,7,0,32,2,15,19,0,0,2,21,0,49,44,2.32,2.6,2.13,14,4,2022
Jamaal Williams,11889,HB,DET,1,19,2,1,47.2,51,0,108,2,0,2,78.0,41.1,1,5,11,0,14,77.3,55.0,74.4,,17.0,27.4,67.9,,51,0,1,1,15,20,0,0,3,20,2,108,78,4.11,5.7,0.07,5,4,2022
Najee Harris,57121,HB,PIT,1,18,4,1,21.6,16,0,74,0,0,4,59.0,72.8,2,2,25,0,7,76.5,62.6,76.9,,41.6,50.4,66.6,60.0,16,0,0,0,16,22,0,0,0,18,0,74,59,3.28,4.1,0.0,10,4,2022
Damien Harris,35134,HB,NE,1,18,1,0,0.0,0,0,86,0,0,1,53.0,15.5,1,4,19,0,9,76.7,81.0,72.9,,72.4,60.3,78.6,60.0,14,0,-2,1,6,19,0,0,1,19,1,86,53,2.94,4.8,-0.33,9,4,2022
Jeff Wilson Jr.,29413,HB,SF,1,18,0,1,43.2,32,0,74,0,0,0,27.0,0.0,1,2,28,0,6,76.5,67.0,76.3,,79.3,53.2,66.8,60.0,32,0,0,0,9,20,0,0,0,18,1,74,27,1.5,4.1,0.0,11,4,2022
Rashaad Penny,27414,HB,SEA,1,17,5,4,78.1,118,0,151,0,0,5,118.0,192.8,4,6,29,0,9,76.4,76.5,76.9,,82.5,59.7,76.0,60.3,41,0,6,1,15,22,0,0,1,18,2,151,118,6.94,8.9,0.4,7,4,2022
A.J. Dillon,57165,HB,GB,1,17,1,0,0.0,0,0,73,0,0,1,50.0,16.3,1,2,12,0,6,76.4,65.3,76.9,,73.0,59.2,65.6,59.8,13,0,11,1,20,20,0,0,1,18,0,73,50,2.94,4.3,0.55,11,4,2022
Breece Hall,97636,HB,NYJ,1,17,1,2,48.5,32,0,66,2,0,1,44.0,13.6,2,5,22,0,9,76.6,53.9,80.1,,75.9,29.3,64.7,,16,0,12,2,25,17,0,0,6,19,1,66,44,2.59,3.9,0.48,8,4,2022
Jalen Hurts,40291,QB,PHI,1,13,5,0,0.0,0,0,18,0,0,4,13.0,30.8,1,4,24,1,1,80.4,71.9,79.9,66.2,,,71.9,60.0,13,0,0,0,0,49,20,3,0,13,1,38,18,1.13,2.4,,5,4,2022
Aaron Jones,11937,HB,GB,1,16,2,2,33.6,37,0,110,0,0,2,76.0,50.0,5,7,12,0,5,76.7,72.4,80.3,,46.2,58.4,74.9,60.0,20,0,5,3,15,23,0,0,4,19,0,110,76,4.75,6.9,0.33,10,4,2022
Raheem Mostert,9783,HB,MIA,1,15,1,1,36.2,25,0,69,1,0,1,42.0,16.5,1,2,17,0,3,77.2,58.6,75.9,,71.1,38.9,65.2,60.0,25,0,12,2,26,17,0,0,3,17,0,69,42,2.8,4.6,0.46,12,4,2022
James Conner,11860,HB,ARZ,1,15,1,0,0.0,0,0,55,0,1,1,36.0,26.7,0,3,1,0,6,76.4,66.6,0.0,,80.0,60.2,63.8,86.9,8,1,22,3,20,27,0,0,3,18,0,55,36,2.4,3.7,1.1,9,4,2022
Rhamondre Stevenson,98689,HB,NE,1,14,3,1,25.8,17,0,66,0,0,3,56.0,66.7,2,5,19,0,6,76.0,79.5,74.9,,28.4,80.1,79.3,,17,0,23,4,13,14,0,0,5,18,0,66,56,4.0,4.7,1.77,6,4,2022
Dameon Pierce,83659,HB,HST,1,14,6,1,57.3,75,0,131,0,1,6,100.0,250.0,2,2,13,0,7,76.3,76.8,75.6,,20.7,70.8,80.1,,75,0,8,6,19,14,0,0,6,20,1,131,100,7.14,9.4,0.42,7,4,2022
Austin Ekeler,12164,HB,LAC,1,13,2,1,33.3,20,0,60,0,0,2,27.0,21.9,4,3,27,1,3,29.2,67.0,78.2,,78.4,66.2,65.3,,20,0,49,6,24,15,0,0,7,19,2,60,27,2.08,4.6,2.04,9,4,2022
Antonio Gibson,78050,HB,WAS,1,13,1,0,0.0,0,0,49,0,0,1,29.0,13.9,1,2,32,0,4,75.8,68.1,75.0,,64.4,78.9,62.1,,11,0,14,3,9,14,0,0,3,16,0,49,29,2.23,3.8,1.56,9,4,2022
J.K. Dobbins,57366,HB,BLT,1,13,4,1,39.0,16,0,41,0,1,4,27.0,61.1,1,5,3,0,6,75.6,72.8,78.2,,81.4,79.8,65.5,60.0,16,0,22,4,14,16,0,0,4,17,1,41,27,2.08,3.2,1.57,5,4,2022
Kyler Murray,38334,QB,ARZ,1,10,1,0,0.0,0,0,10,0,0,1,9.0,9.0,1,2,1,1,3,25.2,59.9,79.6,57.0,,,63.8,60.0,10,0,0,0,0,36,16,2,0,10,1,26,10,0.83,2.2,,3,4,2022
Josh Allen,46601,QB,BUF,1,6,3,0,0.0,0,0,22,0,0,2,17.0,94.4,2,5,4,1,0,46.9,86.8,78.9,79.9,,,80.4,60.0,20,0,0,0,0,20,48,5,0,6,1,70,69,6.27,6.4,,0,4,2022
Lamar Jackson,46416,QB,BLT,1,4,3,0,0.0,0,0,22,0,0,1,15.0,93.8,3,4,3,0,2,80.4,58.0,79.3,48.4,,,74.4,60.0,18,0,0,0,0,27,51,7,0,4,0,73,38,3.45,6.6,,0,4,2022
Latavius Murray,7962,HB,NO,1,11,1,0,0.0,0,0,57,0,0,1,28.0,21.2,2,4,20,0,7,74.5,82.7,73.4,,78.1,56.7,83.3,60.0,10,0,8,1,11,13,0,0,1,12,1,57,28,2.55,5.2,0.73,4,4,2022
Devin Singletary,40485,HB,BUF,1,11,1,1,36.7,18,0,49,1,1,1,32.0,38.8,1,2,4,1,5,23.1,50.1,79.2,,64.2,59.4,40.9,73.0,18,0,47,4,33,17,0,0,5,15,0,49,32,2.91,4.5,1.42,5,4,2022
Isiah Pacheco,83747,HB,KC,1,11,3,0,0.0,0,0,63,0,0,3,43.0,106.6,0,0,16,0,4,75.7,70.3,77.0,,37.8,55.3,70.8,,9,0,0,0,5,11,0,0,0,11,0,63,43,3.91,5.7,0.0,7,4,2022
Kareem Hunt,11841,HB,CLV,1,10,1,1,40.8,20,0,49,0,2,1,33.0,82.5,1,3,8,0,6,74.2,68.8,77.5,,64.7,67.4,67.7,58.5,20,0,19,2,16,14,0,0,2,12,0,49,33,3.3,4.9,1.19,4,4,2022
Caleb Huntley,57156,HB,ATL,1,10,0,0,0.0,0,0,56,0,0,0,34.0,0.0,1,5,2,0,3,73.3,86.7,69.8,,76.7,60.0,81.3,,14,0,0,0,1,10,0,0,0,10,1,56,34,3.4,5.6,0.0,7,4,2022
Mark Ingram II,6180,HB,NO,1,10,2,0,0.0,0,0,30,0,1,2,24.0,55.4,0,1,20,0,3,74.4,65.7,74.9,,80.9,70.9,61.7,60.0,8,0,13,3,12,11,0,0,3,13,0,30,24,2.4,3.0,1.08,7,4,2022
Javonte Williams,77803,HB,DEN,1,10,4,0,0.0,0,0,28,0,0,4,32.0,116.4,1,2,10,0,5,73.6,64.2,72.8,,63.9,58.9,64.0,,13,0,-1,1,8,10,0,0,1,11,0,28,32,3.2,2.8,-0.13,5,4,2022
Tyler Allgeier,83639,HB,ATL,1,10,2,1,50.0,42,0,84,0,0,2,44.0,80.0,2,2,2,0,2,73.6,77.4,73.9,,73.1,69.1,74.2,60.0,42,0,20,1,8,15,0,0,1,11,0,84,44,4.4,8.4,2.5,8,4,2022
Cordarrelle Patterson,7810,HB,ATL,1,9,0,0,0.0,0,0,38,0,0,0,26.0,0.0,2,2,2,0,2,72.7,65.6,71.1,,74.5,56.6,65.1,,13,0,0,0,5,9,0,0,0,9,1,38,26,2.89,4.2,0.0,7,4,2022
Michael Carter,57337,HB,NYJ,1,9,2,0,0.0,0,0,15,0,0,2,24.0,48.5,0,0,22,1,2,73.4,51.3,0.0,,22.3,55.3,55.6,77.8,5,1,14,2,14,13,0,0,2,11,0,15,24,2.67,1.7,1.0,7,4,2022
Cam Akers,57206,HB,LA,1,8,0,0,0.0,0,0,13,0,0,0,12.0,0.0,0,1,26,0,4,72.1,55.0,73.4,,30.0,51.8,58.9,60.0,6,0,0,0,14,10,0,0,1,8,0,13,12,1.5,1.6,0.0,4,4,2022
J.D. McKissic,11047,HB,WAS,1,8,1,1,82.5,33,0,40,0,1,1,20.0,45.5,1,2,32,0,1,73.2,63.2,77.8,,78.7,55.7,66.4,,33,0,16,3,26,8,0,0,4,11,0,40,20,2.5,5.0,0.62,6,4,2022
Christian McCaffrey,11763,HB,CAR,1,8,1,0,0.0,0,0,27,0,4,1,27.0,99.3,2,2,5,0,5,74.9,71.9,78.0,,81.5,79.9,64.7,60.0,10,0,81,9,32,9,0,0,9,17,0,27,27,3.38,3.4,2.53,3,4,2022
James Robinson,22425,HB,JAX,1,8,0,0,0.0,0,0,29,0,0,0,18.0,0.0,0,0,15,1,4,19.3,48.7,76.0,,78.8,52.9,49.1,60.0,9,0,0,0,9,10,0,0,0,8,0,29,18,2.25,3.6,0.0,4,4,2022
Tony Pollard,27126,HB,DAL,1,8,1,0,0.0,0,0,6,0,0,1,18.0,25.0,0,0,9,0,3,72.5,62.9,75.2,,,54.4,65.9,58.3,9,0,2,1,12,11,0,0,2,9,0,6,18,2.25,0.8,0.17,4,4,2022
Justice Hill,45865,HB,BLT,1,8,2,0,0.0,0,0,45,0,0,2,45.0,112.5,3,3,3,0,4,72.9,63.4,74.5,,49.0,65.3,62.7,60.0,14,0,12,2,10,11,0,0,2,10,0,45,45,5.63,5.6,1.2,1,4,2022
Travis Etienne,57185,HB,JAX,1,8,2,0,0.0,0,0,32,0,0,2,21.0,65.6,1,1,15,0,4,72.1,66.0,76.5,,75.7,52.6,68.9,60.0,11,0,0,0,14,9,0,0,0,8,0,32,21,2.63,4.0,0.0,2,4,2022
Kenneth Walker III,97199,HB,SEA,1,8,1,0,0.0,0,0,29,0,0,1,19.0,26.4,1,2,29,0,2,73.1,54.7,73.9,,15.4,56.7,58.3,60.0,13,1,-5,1,8,13,0,0,1,9,0,29,19,2.38,3.6,-0.63,5,4,2022
Geno Smith,7820,QB,SEA,1,5,0,0,0.0,0,0,19,0,0,0,1.0,0.0,3,4,29,0,0,79.4,92.4,0.0,91.6,,,81.3,60.0,17,2,0,0,0,32,30,2,0,5,1,49,1,0.14,7.0,,0,4,2022
Darrell Henderson,41193,HB,LA,1,7,0,0,0.0,0,0,27,0,0,0,14.0,0.0,0,1,26,0,2,72.7,58.3,78.2,,83.0,54.5,57.5,,7,0,12,3,31,7,0,0,3,10,0,27,14,2.0,3.9,0.39,4,4,2022
Justin Fields,82118,QB,CHI,1,0,2,0,0.0,0,0,0,0,0,0,,100.0,3,4,6,1,0,78.3,67.0,78.8,60.2,,,73.0,60.0,16,0,0,0,0,26,52,7,0,0,0,52,22,3.14,7.4,,0,4,2022
Derek Carr,8671,QB,LV,1,4,0,0,0.0,0,0,4,0,0,0,1.0,0.0,1,5,23,0,0,79.9,65.1,79.6,60.5,,,71.5,60.0,20,0,0,0,0,35,36,3,0,4,0,40,11,1.57,5.7,,0,4,2022
Sony Michel,27589,HB,LAC,1,6,1,0,0.0,0,0,11,0,1,1,18.0,66.7,0,1,27,0,0,72.0,65.5,72.5,,75.0,89.2,56.9,60.0,4,0,16,3,5,10,0,0,4,9,0,11,18,3.0,1.8,3.2,6,4,2022
Kenny Pickett,60515,QB,PIT,1,3,0,0,0.0,0,0,3,0,0,0,2.0,0.0,0,4,25,1,1,23.7,66.9,76.3,71.6,,,54.1,60.0,7,0,0,0,0,14,12,3,0,3,2,15,4,0.67,2.5,,0,4,2022
Trestan Ebner,57159,HB,CHI,1,6,0,0,0.0,0,0,20,0,0,0,18.0,0.0,1,1,6,2,2,71.6,58.2,72.0,,74.4,62.7,56.6,,11,0,8,2,7,6,0,0,3,8,0,20,18,3.0,3.3,1.14,4,4,2022
Daniel Jones,39395,QB,NYG,1,3,0,1,27.9,19,0,32,0,0,0,3.0,0.0,2,5,21,0,0,76.4,85.8,78.3,82.9,,,71.5,60.8,21,0,0,0,0,32,36,3,0,3,2,68,6,1.0,11.3,,3,4,2022
Taysom Hill,12112,TE,NO,1,5,0,0,0.0,0,0,21,0,0,0,7.0,0.0,1,3,20,0,5,69.7,71.7,75.1,,,54.9,73.7,60.1,13,0,0,0,5,7,0,0,0,5,1,21,7,1.4,4.2,0.0,0,4,2022
Ryan Tannehill,7014,QB,TEN,1,3,0,0,0.0,0,0,-3,0,0,0,0.0,0.0,0,1,31,0,0,78.0,69.7,78.4,69.5,,,59.5,60.0,9,0,0,0,0,25,12,2,0,3,0,9,13,2.6,1.8,,0,4,2022
Marcus Mariota,9435,QB,ATL,1,5,0,0,0.0,0,0,3,0,0,0,1.0,0.0,0,1,2,1,0,25.2,51.3,78.3,49.1,,,61.6,60.0,8,0,0,0,0,35,0,0,0,5,0,3,1,0.2,0.6,,1,4,2022
Joe Burrow,28022,QB,CIN,1,3,1,0,0.0,0,0,-3,0,0,0,0.0,0.0,0,0,7,0,0,79.1,67.4,79.0,66.1,,60.0,62.9,60.0,5,0,0,0,1,27,9,2,0,3,0,6,14,2.8,1.2,0.0,0,4,2022
Eno Benjamin,57136,HB,ARZ,1,5,3,1,41.7,15,0,36,0,0,3,28.0,280.0,1,1,1,0,3,72.4,80.1,72.4,,72.4,67.6,77.6,,15,0,9,1,5,5,0,0,1,6,0,36,28,5.6,7.2,1.8,2,4,2022
Jonathan Williams,10790,HB,WAS,1,5,1,2,85.4,41,0,48,0,0,1,27.0,108.0,2,2,32,0,3,69.7,69.6,67.7,,,60.0,67.9,,23,0,0,0,1,5,0,0,0,5,0,48,27,5.4,9.6,0.0,2,4,2022
Jacoby Brissett,10725,QB,CLV,1,3,0,0,0.0,0,0,10,0,0,0,6.0,0.0,0,4,8,0,0,79.7,67.3,79.4,61.8,,,74.7,60.0,5,0,0,0,0,33,6,2,0,3,1,16,6,1.2,3.2,,0,4,2022
Chase Edmonds,45851,HB,MIA,1,5,1,0,0.0,0,0,6,1,1,1,7.0,40.0,0,0,17,0,3,70.9,44.7,73.1,,36.0,44.9,50.5,,4,0,14,2,9,5,0,0,3,7,0,6,7,1.4,1.2,1.56,2,4,2022
Kenneth Gainwell,77737,HB,PHI,1,5,1,0,0.0,0,0,19,1,0,1,11.0,36.7,1,1,24,0,0,71.1,46.0,77.4,,72.8,34.1,55.2,60.0,10,0,-2,1,12,9,0,0,2,6,1,19,11,2.2,3.8,-0.17,5,4,2022
Joshua Kelley,13750,HB,LAC,1,4,2,0,0.0,0,0,15,1,0,2,11.0,137.5,0,1,27,0,3,68.6,60.6,71.2,,27.6,29.1,76.3,,6,0,0,0,9,4,0,0,2,4,0,15,11,2.75,3.8,0.0,1,4,2022
Darrel Williams,13014,HB,ARZ,1,4,0,0,0.0,0,0,19,0,0,0,6.0,0.0,1,1,1,0,2,69.4,64.1,73.2,,29.5,70.5,65.0,,13,0,0,0,6,4,0,0,0,4,0,19,6,1.5,4.8,0.0,2,4,2022
Patrick Mahomes,11765,QB,KC,1,1,0,0,0.0,0,0,9,0,0,0,0.0,0.0,1,2,16,0,0,79.8,88.0,79.7,82.4,,,79.4,60.3,11,0,0,0,0,36,25,3,0,1,0,34,0,0.0,8.5,,1,4,2022
Justin Herbert,28237,QB,LAC,1,4,0,0,0.0,0,1,-5,0,0,0,0.0,0.0,0,0,27,0,0,80.0,72.9,79.3,71.5,,,61.0,60.0,-1,1,0,0,0,29,0,0,0,4,0,-5,0,0.0,-1.3,,0,4,2022
Russell Wilson,7077,QB,DEN,1,1,0,0,0.0,0,0,3,0,0,0,1.0,0.0,1,2,10,0,0,78.7,80.3,78.3,79.9,,,61.1,60.0,13,0,1,1,0,17,26,3,1,2,1,29,8,2.0,7.3,,1,4,2022
Matt Breida,12271,HB,NYG,1,3,0,0,0.0,0,0,18,0,0,0,10.0,0.0,1,1,21,0,1,67.2,70.3,69.0,,,56.8,69.8,59.8,13,0,0,0,3,6,0,0,0,3,0,18,10,3.33,6.0,0.0,2,4,2022
Tyrod Taylor,6332,QB,NYG,1,1,1,0,0.0,0,0,13,0,0,0,4.0,0.0,1,2,21,1,0,16.2,47.3,72.9,54.1,,,50.4,60.0,13,0,0,0,0,7,17,2,0,1,0,30,18,6.0,10.0,,1,4,2022
Melvin Gordon III,9448,HB,DEN,1,3,0,0,0.0,0,0,8,1,0,0,4.0,0.0,0,0,10,1,2,14.4,28.9,71.2,,,28.0,38.9,60.0,7,0,0,0,5,4,0,0,1,3,0,8,4,1.33,2.7,0.0,1,4,2022
Zack Moss,40341,HB,BUF,1,3,0,0,0.0,0,0,6,0,0,0,6.0,0.0,0,0,4,0,1,67.2,59.1,69.5,,73.0,57.0,59.8,,5,0,0,0,2,3,0,0,0,3,0,6,6,2.0,2.0,0.0,1,4,2022
Leonard Fournette,11759,HB,TB,1,3,0,0,0.0,0,0,-3,0,2,0,1.0,6.7,0,0,30,0,2,72.4,63.8,74.4,,27.4,86.4,56.1,,3,0,57,7,25,4,0,0,7,10,0,-3,1,0.33,-1.0,2.28,1,4,2022
Jaylen Warren,98692,HB,PIT,1,3,1,0,0.0,0,0,18,0,0,1,11.0,91.7,1,1,25,0,1,68.2,55.8,74.1,,8.0,58.2,61.1,60.0,14,0,4,1,10,5,0,0,1,4,0,18,11,3.67,6.0,0.4,2,4,2022
Alexander Mattison,45817,HB,MIN,1,3,3,0,0.0,0,0,3,0,1,3,6.0,200.0,0,0,18,0,1,68.2,64.8,77.0,,81.1,72.7,56.3,60.0,2,0,15,1,15,4,0,0,1,4,0,3,6,2.0,1.0,1.0,2,4,2022
Rachaad White,131633,HB,TB,1,3,0,0,0.0,0,0,6,0,0,0,4.0,0.0,0,2,30,0,2,20.5,72.3,75.3,,22.3,89.7,65.3,,4,0,50,5,17,3,0,0,5,8,1,6,4,1.33,2.0,2.94,1,4,2022
Mike Boone,31615,HB,DEN,1,3,3,0,0.0,0,0,20,1,0,3,16.0,400.0,1,1,10,0,2,68.2,52.8,73.9,,4.2,38.0,70.1,,13,0,9,1,12,3,0,0,3,4,0,20,16,5.33,6.7,0.75,1,4,2022
Trevor Lawrence,77632,QB,JAX,1,2,0,0,0.0,0,0,7,0,0,0,1.0,0.0,0,1,15,4,0,13.8,27.6,77.7,29.0,,,47.8,60.0,7,0,0,0,0,19,0,0,0,2,0,7,1,0.5,3.5,,1,4,2022
Matthew Stafford,4924,QB,LA,1,1,0,0,0.0,0,0,2,0,0,0,1.0,0.0,0,0,26,1,0,81.3,48.7,79.5,49.9,,,54.0,60.0,4,0,0,0,0,17,4,1,0,1,0,6,12,6.0,3.0,,0,4,2022
Matt Ryan,4317,QB,IND,1,1,0,0,0.0,0,0,-5,0,0,0,0.0,0.0,0,0,14,2,0,28.7,69.8,79.1,69.6,,,57.8,60.3,2,1,0,0,0,23,2,1,0,1,0,-3,8,4.0,-1.5,,0,4,2022
Justin Jackson,29539,HB,DET,1,2,0,0,0.0,0,0,3,0,0,0,3.0,0.0,0,0,11,0,1,67.8,58.5,72.5,,63.8,69.1,53.8,,3,0,4,2,7,2,0,0,2,4,0,3,3,1.5,1.5,0.57,1,4,2022
Diontae Johnson,33441,WR,PIT,1,2,0,0,0.0,0,0,11,0,0,0,4.0,0.0,0,0,25,0,0,67.8,56.8,78.5,,,56.2,59.9,61.3,8,1,11,2,32,21,0,0,4,4,0,11,4,2.0,5.5,0.34,0,4,2022
Baker Mayfield,46518,QB,CAR,1,2,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,5,1,0,79.3,58.9,78.1,60.9,,,51.5,60.0,0,0,0,0,0,12,0,0,0,2,0,0,0,0.0,0.0,,0,4,2022
Deebo Samuel,48274,WR,SF,1,2,0,0,0.0,0,0,2,0,3,0,2.0,37.5,0,0,28,0,0,71.3,81.5,79.1,,,87.7,64.8,30.8,1,0,115,6,26,14,0,0,7,8,0,2,2,1.0,1.0,4.42,2,4,2022
Jerick McKinnon,8731,HB,KC,1,2,0,0,0.0,0,0,-1,0,0,0,0.0,0.0,0,0,16,0,1,66.7,56.2,75.2,,80.4,55.1,55.1,60.0,0,0,1,1,10,4,0,0,1,3,0,-1,0,0.0,-0.5,0.1,1,4,2022
Trey Sermon,57372,HB,PHI,1,2,1,0,0.0,0,0,19,0,0,1,12.0,300.0,1,2,24,0,0,65.2,73.8,68.1,,,57.3,71.7,60.0,14,0,0,0,2,3,0,0,0,2,0,19,12,6.0,9.5,0.0,2,4,2022
Zach Wilson,82096,QB,NYJ,1,0,0,0,0.0,0,0,0,0,0,0,,0.0,0,0,22,0,0,79.6,69.1,79.3,63.4,,90.6,66.1,60.0,9,0,2,1,1,26,15,2,1,1,0,15,1,0.5,7.5,2.0,0,4,2022
Zamir White,83665,HB,LV,1,2,0,1,91.7,22,0,24,0,0,0,9.0,0.0,1,1,23,0,1,65.2,60.2,66.3,,,,60.2,60.0,22,0,0,0,0,3,0,0,0,2,0,24,9,4.5,12.0,,0,4,2022
Craig Reynolds,94383,HB,DET,1,2,3,1,70.0,21,0,30,0,0,3,25.0,1250.0,1,1,11,0,2,66.7,69.2,74.9,,12.3,63.2,81.2,60.0,21,0,12,1,12,3,0,0,1,3,0,30,25,12.5,15.0,1.0,0,4,2022
Cooper Rush,12324,QB,DAL,1,1,0,0,0.0,0,0,1,0,0,0,0.0,0.0,0,1,9,0,0,78.2,56.0,78.8,54.4,,,62.3,60.0,6,0,0,0,0,28,6,1,0,1,0,7,1,0.5,3.5,,0,4,2022
Treylon Burks,99218,WR,TEN,1,1,0,0,0.0,0,1,4,0,0,0,4.0,0.0,0,1,31,0,0,66.2,51.6,0.0,,,53.5,61.8,60.8,4,2,14,2,20,14,0,0,3,3,0,4,4,4.0,4.0,0.7,1,4,2022
Aaron Rodgers,2241,QB,GB,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,12,0,0,78.7,74.0,79.4,73.6,,,58.3,60.0,1,0,0,0,0,35,1,1,0,0,0,1,3,3.0,1.0,,0,4,2022
Davante Adams,8688,WR,LV,1,1,0,0,0.0,0,0,4,0,1,0,2.0,20.0,0,0,23,0,0,71.3,82.3,79.7,,,83.9,57.2,52.7,4,0,102,9,38,32,0,0,13,10,0,4,2,2.0,4.0,2.68,0,4,2022
Brandon Powell,48036,WR,LA,1,1,0,0,0.0,0,0,11,0,0,0,1.0,0.0,1,1,26,0,1,71.4,67.7,76.4,,,56.7,62.3,59.7,11,0,0,0,4,2,0,0,0,1,0,11,1,1.0,11.0,0.0,0,4,2022
Teddy Bridgewater,8667,QB,MIA,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,17,0,0,76.1,54.2,0.0,53.1,,,65.9,60.0,11,1,0,0,0,15,11,1,0,0,0,11,1,1.0,11.0,,0,4,2022
D'Onta Foreman,11844,HB,CAR,1,1,0,0,0.0,0,0,2,0,0,0,1.0,0.0,0,0,5,0,1,61.9,54.9,67.6,,26.6,60.0,59.6,60.0,2,0,0,0,1,2,0,0,0,1,0,2,1,1.0,2.0,0.0,0,4,2022
Kyle Juszczyk,7912,FB,SF,1,1,0,0,0.0,0,0,9,0,0,0,2.0,0.0,0,1,28,0,0,64.6,67.2,77.8,,77.4,65.1,62.0,56.2,9,0,35,1,16,11,0,0,1,2,0,9,2,2.0,9.0,2.19,0,4,2022
Christian Kirk,47546,WR,JAX,1,1,1,0,0.0,0,0,3,3,0,1,3.0,100.0,0,0,15,0,0,66.2,51.5,77.5,,62.3,51.3,59.2,54.7,3,0,60,2,26,17,0,0,9,3,0,3,3,3.0,3.0,2.31,0,4,2022
Noah Gray,60878,TE,KC,1,1,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0,1,16,0,0,61.9,44.2,75.5,,16.8,31.2,62.6,61.1,1,0,0,0,17,27,0,0,1,1,1,1,0,0.0,1.0,0.0,0,4,2022
Laviska Shenault Jr.,61220,WR,CAR,1,1,0,0,,0,0,0,0,0,0,2.0,0.0,0,0,5,0,1,65.8,57.1,68.3,,,,59.7,59.2,0,0,0,0,0,4,0,0,0,1,0,0,2,2.0,0.0,,0,4,2022
Justin Jefferson,61398,WR,MIN,1,1,0,0,0.0,0,0,3,2,0,0,0.0,0.0,0,1,18,0,0,72.1,69.0,0.0,,,71.8,57.6,59.4,3,1,147,10,39,24,0,0,13,11,1,3,0,0.0,3.0,3.77,0,4,2022
Rondale Moore,62890,WR,ARZ,1,1,0,0,0.0,0,0,-4,0,0,0,0.0,0.0,0,0,1,0,0,68.3,53.1,80.7,,,51.9,56.0,79.5,-4,0,11,3,33,27,0,0,5,4,0,-4,0,0.0,-4.0,0.33,0,4,2022
Christian Watson,66581,WR,GB,1,1,0,1,100.0,15,0,15,0,0,0,0.0,0.0,1,1,12,0,0,64.6,71.3,72.3,,,69.2,63.1,56.7,15,0,8,1,7,11,0,0,3,2,1,15,0,0.0,15.0,1.14,0,4,2022
Jared Goff,10635,QB,DET,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,11,0,0,80.3,74.6,79.5,73.7,,,59.8,60.0,1,0,0,0,0,26,1,1,0,0,0,1,1,1.0,1.0,,0,4,2022
Carson Wentz,10636,QB,WAS,1,0,1,0,0.0,0,0,0,0,0,0,,100.0,0,0,32,0,0,80.0,49.5,79.6,46.9,,,65.6,60.0,5,2,0,0,0,27,5,1,0,0,0,5,13,13.0,5.0,,0,4,2022
