player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play,week,year
Trey Pipkins,91462,T,LAC,1,0,27,72.6,0,3,47,100.0,100.0,96.8,0,3,0,50,50,71.7,0,2,30,100.0,100.0,96.7,2,0,32,32,3,2022
Luke Goedeke,77548,G,TB,1,0,30,32.3,0,3,45,100.0,100.0,94.4,0,4,1,50,50,5.0,0,3,16,100.0,100.0,84.4,4,1,20,20,3,2022
Matt Feiler,9289,G,LAC,1,0,27,29.0,1,6,47,100.0,100.0,92.6,0,7,0,50,50,21.6,1,5,30,100.0,100.0,90.0,6,0,32,32,3,2022
Shaq Mason,9564,G,TB,1,0,30,53.2,0,0,45,100.0,100.0,100.0,0,0,0,50,50,54.9,0,0,16,100.0,100.0,100.0,0,0,20,20,3,2022
Zion Johnson,99681,G,LAC,1,0,27,29.6,0,5,47,100.0,100.0,94.7,0,5,0,50,50,29.6,0,5,30,100.0,100.0,91.7,5,0,32,32,3,2022
Tristan Wirfs,64818,T,TB,1,0,30,76.5,1,0,45,100.0,100.0,98.9,0,1,0,50,50,83.0,0,0,16,100.0,100.0,100.0,0,0,20,20,3,2022
Brandon Walton,41533,T,TB,1,0,30,55.1,0,2,45,100.0,100.0,95.6,1,3,1,50,50,40.4,0,2,16,100.0,100.0,87.5,3,1,20,20,3,2022
Robert Hainsey,59980,C,TB,1,0,30,60.4,0,1,45,100.0,100.0,98.9,0,1,0,50,50,82.8,0,0,16,100.0,100.0,100.0,0,0,20,20,3,2022
Samuel Cosmi,60114,T,WAS,1,0,32,62.5,2,1,48,100.0,100.0,90.6,0,6,3,49,49,54.0,1,1,27,100.0,100.0,85.2,5,3,28,28,3,2022
Ryan Bates,28300,G,BUF,1,0,4,56.7,1,2,47,100.0,100.0,96.8,0,3,0,48,48,61.8,0,0,18,100.0,100.0,100.0,0,0,18,18,3,2022
Trey Smith,62960,G,KC,1,0,16,57.0,0,3,43,100.0,100.0,96.5,1,3,0,47,47,36.4,0,2,21,100.0,100.0,95.2,2,0,23,23,3,2022
Orlando Brown Jr.,46227,T,KC,1,0,16,83.1,1,1,43,100.0,100.0,97.7,0,2,0,47,47,85.4,0,1,21,100.0,100.0,97.6,1,0,23,23,3,2022
Austin Blythe,10882,C,SEA,1,0,29,43.4,1,0,46,100.0,100.0,96.7,0,2,1,47,47,29.4,1,0,19,100.0,100.0,92.1,2,1,19,19,3,2022
Christian Darrisaw,77373,T,MIN,1,0,18,88.4,0,0,41,100.0,100.0,100.0,0,0,0,47,47,87.6,0,0,16,100.0,100.0,100.0,0,0,17,17,3,2022
Gabe Jackson,8716,G,SEA,1,0,29,44.3,0,4,46,100.0,100.0,95.7,0,4,0,47,47,33.3,0,3,19,100.0,100.0,92.1,3,0,19,19,3,2022
Creed Humphrey,59996,C,KC,1,0,16,80.8,0,1,43,100.0,100.0,98.8,0,1,0,47,47,83.0,0,0,21,100.0,100.0,100.0,0,0,23,23,3,2022
Charles Cross,98401,T,SEA,1,0,29,70.1,0,2,46,100.0,100.0,95.7,0,3,1,47,47,56.9,0,1,19,100.0,100.0,92.1,2,1,19,19,3,2022
Ed Ingram,59819,G,MIN,1,0,18,41.9,2,1,41,100.0,100.0,96.3,0,3,0,47,47,69.1,1,0,16,100.0,100.0,96.9,1,0,17,17,3,2022
Damien Lewis,81532,G,SEA,1,0,29,76.1,0,1,46,100.0,100.0,98.9,1,1,0,47,47,59.3,0,1,19,100.0,100.0,97.4,1,0,19,19,3,2022
Abraham Lucas,60218,T,SEA,1,0,29,75.1,2,0,46,100.0,100.0,97.8,0,2,0,47,47,78.0,1,0,19,100.0,100.0,97.4,1,0,19,19,3,2022
Garrett Bradbury,46013,C,MIN,1,0,18,73.9,0,1,41,100.0,100.0,98.8,0,1,0,47,47,81.1,0,0,16,100.0,100.0,100.0,0,0,17,17,3,2022
Brian O'Neill,46854,T,MIN,1,0,18,70.9,0,2,41,100.0,100.0,97.6,0,2,0,47,47,77.9,0,1,16,100.0,100.0,96.9,1,0,17,17,3,2022
Ezra Cleveland,41973,G,MIN,1,0,18,57.0,0,1,41,100.0,100.0,98.8,0,1,0,47,47,40.6,0,1,16,100.0,100.0,96.9,1,0,17,17,3,2022
Erik McCoy,37347,C,NO,1,0,20,57.4,0,1,42,100.0,100.0,98.8,1,1,0,46,46,38.5,0,1,23,100.0,100.0,97.8,1,0,25,25,3,2022
James Hurst,9001,T,NO,1,0,20,78.4,0,2,42,100.0,100.0,97.6,0,2,0,46,46,67.8,0,2,23,100.0,100.0,95.7,2,0,25,25,3,2022
Cesar Ruiz,59857,G,NO,1,0,20,60.5,0,0,42,100.0,100.0,100.0,0,0,0,46,46,55.5,0,0,23,100.0,100.0,100.0,0,0,25,25,3,2022
David Quessenberry,7957,T,BUF,1,0,4,63.7,2,2,44,100.0,100.0,95.5,1,4,0,46,46,44.6,2,2,19,100.0,100.0,89.5,4,0,20,20,3,2022
Ryan Ramczyk,11787,T,NO,1,0,20,80.7,1,1,42,100.0,100.0,97.6,0,2,0,46,46,76.9,1,1,23,100.0,100.0,95.7,2,0,25,25,3,2022
Joe Thuney,10712,G,KC,1,0,16,84.8,0,0,42,100.0,100.0,100.0,0,0,0,46,46,81.0,0,0,21,100.0,100.0,100.0,0,0,23,23,3,2022
Frank Ragnow,39137,C,DET,1,0,11,76.5,0,0,42,100.0,100.0,100.0,0,0,0,45,45,72.7,0,0,17,100.0,100.0,100.0,0,0,18,18,3,2022
Braden Smith,46794,T,IND,1,0,14,79.3,1,0,43,100.0,100.0,98.8,0,1,0,45,45,82.4,0,0,14,100.0,100.0,100.0,0,0,15,15,3,2022
Andrew Wylie,12333,T,KC,1,1,16,67.1,1,2,41,100.0,100.0,96.3,1,3,0,45,45,57.9,1,2,21,100.0,100.0,92.9,3,0,23,23,3,2022
Evan Brown,38709,G,DET,1,0,11,36.8,0,3,42,100.0,100.0,96.4,0,3,0,45,45,43.5,0,3,17,100.0,100.0,91.2,3,0,18,18,3,2022
Dan Skipper,12307,G,DET,1,0,11,40.7,0,3,42,100.0,100.0,96.4,0,3,0,45,45,66.7,0,1,17,100.0,100.0,97.1,1,0,18,18,3,2022
Taylor Decker,10650,T,DET,1,0,11,76.2,1,2,42,100.0,100.0,96.4,0,3,0,45,45,65.0,0,2,17,100.0,100.0,94.1,2,0,18,18,3,2022
Danny Pinter,47339,G,IND,1,0,14,37.6,2,1,43,100.0,100.0,94.2,0,4,1,45,45,41.4,1,0,14,100.0,100.0,96.4,1,0,15,15,3,2022
Penei Sewell,81788,T,DET,1,0,11,61.0,0,2,42,100.0,100.0,97.6,0,2,0,45,45,58.1,0,1,17,100.0,100.0,97.1,1,0,18,18,3,2022
Matt Pryor,46647,T,IND,1,0,14,83.7,0,1,43,100.0,100.0,98.8,1,1,0,45,45,81.8,0,0,14,100.0,100.0,100.0,0,0,15,15,3,2022
Ryan Kelly,10652,C,IND,1,0,14,58.4,1,1,43,100.0,100.0,97.7,0,2,0,45,45,81.1,0,0,14,100.0,100.0,100.0,0,0,15,15,3,2022
Quenton Nelson,12954,G,IND,1,0,14,85.4,0,0,43,100.0,100.0,100.0,0,0,0,45,45,76.8,0,0,14,100.0,100.0,100.0,0,0,15,15,3,2022
Lloyd Cushenberry III,41924,C,DEN,1,0,10,75.3,0,0,40,100.0,100.0,100.0,0,0,0,44,44,67.1,0,0,19,100.0,100.0,100.0,0,0,22,22,3,2022
Dalton Risner,47008,G,DEN,1,0,10,64.5,0,1,40,100.0,100.0,96.2,0,2,1,44,44,47.7,0,1,19,100.0,100.0,92.1,2,1,22,22,3,2022
Graham Glasgow,10729,G,DEN,1,0,10,62.5,0,2,40,100.0,100.0,97.5,0,2,0,44,44,73.9,0,0,19,100.0,100.0,100.0,0,0,22,22,3,2022
Garett Bolles,11775,T,DEN,1,0,10,58.8,0,5,40,100.0,100.0,91.2,1,6,1,44,44,65.0,0,4,19,100.0,100.0,89.5,4,0,22,22,3,2022
Cameron Fleming,8775,T,DEN,1,1,10,45.6,2,2,40,100.0,100.0,95.0,1,4,0,44,44,64.0,1,1,19,100.0,100.0,94.7,2,0,22,22,3,2022
Jordan Mailata,66916,T,PHI,1,0,24,72.1,0,1,41,100.0,100.0,96.3,0,2,1,43,43,68.8,0,1,15,100.0,100.0,96.7,1,0,16,16,3,2022
Jason Kelce,6343,C,PHI,1,0,24,84.6,0,0,41,100.0,100.0,100.0,0,0,0,43,43,82.0,0,0,15,100.0,100.0,100.0,0,0,16,16,3,2022
Lane Johnson,7786,T,PHI,1,0,24,85.7,0,0,41,100.0,100.0,100.0,0,0,0,43,43,83.6,0,0,15,100.0,100.0,100.0,0,0,16,16,3,2022
Isaac Seumalo,10713,G,PHI,1,0,24,51.5,0,2,41,100.0,100.0,97.6,0,2,0,43,43,39.3,0,2,15,100.0,100.0,93.3,2,0,16,16,3,2022
David Andrews,9948,C,NE,1,1,19,25.6,1,1,40,100.0,100.0,95.0,1,3,1,42,42,16.2,1,1,25,100.0,100.0,92.0,3,1,26,26,3,2022
Cole Strange,22976,G,NE,1,0,19,56.5,0,3,40,100.0,100.0,93.7,0,4,1,42,42,41.5,0,3,25,100.0,100.0,90.0,4,1,26,26,3,2022
Trent Brown,9677,T,NE,1,0,19,69.9,0,2,40,100.0,100.0,97.5,0,2,0,42,42,63.2,0,2,25,100.0,100.0,96.0,2,0,26,26,3,2022
Michael Onwenu,27357,G,NE,1,0,19,85.1,0,0,40,100.0,100.0,100.0,0,0,0,42,42,81.9,0,0,25,100.0,100.0,100.0,0,0,26,26,3,2022
Isaiah Wynn,46048,T,NE,1,0,19,74.5,0,2,40,100.0,100.0,97.5,1,2,0,42,42,69.5,0,2,25,100.0,100.0,96.0,2,0,26,26,3,2022
La'el Collins,9719,T,CIN,1,0,7,40.3,0,1,39,100.0,100.0,98.7,0,1,0,41,41,34.0,0,1,8,100.0,100.0,93.7,1,0,9,9,3,2022
Ted Karras,10855,C,CIN,1,0,7,50.2,0,2,39,100.0,100.0,94.9,0,3,1,41,41,19.2,0,1,8,100.0,100.0,81.2,2,1,9,9,3,2022
Jawaan Taylor,41665,T,JAX,1,0,15,71.9,0,1,40,100.0,100.0,98.7,0,1,0,41,41,76.4,0,0,16,100.0,100.0,100.0,0,0,16,16,3,2022
Cam Robinson,11789,T,JAX,1,0,15,51.1,0,2,40,100.0,100.0,97.5,0,2,0,41,41,43.8,0,2,16,100.0,100.0,93.7,2,0,16,16,3,2022
Ben Bartch,84236,G,JAX,1,0,15,75.7,1,0,40,100.0,100.0,98.7,0,1,0,41,41,62.9,1,0,16,100.0,100.0,96.9,1,0,16,16,3,2022
Alex Cappa,66578,G,CIN,1,0,7,70.4,0,0,39,100.0,100.0,97.4,0,1,1,41,41,49.1,0,0,8,100.0,100.0,87.5,1,1,9,9,3,2022
Luke Fortner,42028,C,JAX,1,0,15,68.3,0,2,40,100.0,100.0,97.5,0,2,0,41,41,49.9,0,2,16,100.0,100.0,93.7,2,0,16,16,3,2022
Cordell Volson,30614,G,CIN,1,0,7,54.1,2,0,39,100.0,100.0,97.4,1,2,0,41,41,82.6,0,0,8,100.0,100.0,100.0,0,0,9,9,3,2022
Brandon Scherff,9438,G,JAX,1,0,15,82.5,0,1,40,100.0,100.0,98.7,0,1,0,41,41,84.3,0,0,16,100.0,100.0,100.0,0,0,16,16,3,2022
Jonah Williams,41651,T,CIN,1,0,7,66.7,1,1,39,100.0,100.0,94.9,0,3,1,41,41,52.8,0,0,8,100.0,100.0,87.5,1,1,9,9,3,2022
Landon Dickerson,41712,G,PHI,1,0,24,35.2,1,0,36,100.0,100.0,98.6,0,1,0,38,38,85.3,0,0,13,100.0,100.0,100.0,0,0,14,14,3,2022
Kevin Dotson,46735,G,PIT,1,0,25,77.9,0,0,33,100.0,100.0,100.0,0,0,0,37,37,69.7,0,0,15,100.0,100.0,100.0,0,0,17,17,3,2022
Chukwuma Okorafor,46302,T,PIT,1,0,25,70.0,0,2,33,100.0,100.0,97.0,1,2,0,37,37,66.3,0,1,15,100.0,100.0,96.7,1,0,17,17,3,2022
James Daniels,45576,G,PIT,1,0,25,83.2,0,1,33,100.0,100.0,98.5,0,1,0,37,37,86.0,0,0,15,100.0,100.0,100.0,0,0,17,17,3,2022
Mason Cole,45547,C,PIT,1,0,25,83.8,0,0,33,100.0,100.0,100.0,0,0,0,37,37,81.7,0,0,15,100.0,100.0,100.0,0,0,17,17,3,2022
Dan Moore Jr.,60120,T,PIT,1,0,25,57.3,0,1,33,100.0,100.0,98.5,0,1,0,37,37,41.4,0,1,15,100.0,100.0,96.7,1,0,17,17,3,2022
Elgton Jenkins,46298,T,GB,1,0,12,53.5,0,3,36,100.0,100.0,95.8,0,3,0,37,37,67.2,0,1,11,100.0,100.0,95.5,1,0,12,12,3,2022
Jon Runyan,36661,G,GB,1,0,12,53.1,0,0,36,100.0,100.0,100.0,0,0,0,37,37,48.7,0,0,11,100.0,100.0,100.0,0,0,12,12,3,2022
Royce Newman,41746,G,GB,1,0,12,55.5,1,1,36,100.0,100.0,94.4,0,3,1,37,37,28.4,1,0,11,100.0,100.0,86.4,2,1,12,12,3,2022
Jake Brendel,11117,C,SF,1,0,28,78.6,0,0,33,100.0,100.0,100.0,0,0,0,35,35,82.2,0,0,15,100.0,100.0,100.0,0,0,17,17,3,2022
Kenyon Green,99052,G,HST,1,0,13,82.2,0,1,33,100.0,100.0,98.5,0,1,0,35,35,73.2,0,1,12,100.0,100.0,95.8,1,0,12,12,3,2022
Spencer Burford,81920,G,SF,1,0,28,47.3,1,2,33,100.0,100.0,95.5,0,3,0,35,35,23.2,1,2,15,100.0,100.0,90.0,3,0,17,17,3,2022
A.J. Cann,9500,G,HST,1,0,13,72.4,0,0,33,100.0,100.0,100.0,0,0,0,35,35,62.4,0,0,12,100.0,100.0,100.0,0,0,12,12,3,2022
Laremy Tunsil,10647,T,HST,1,0,13,89.3,0,0,33,100.0,100.0,100.0,0,0,0,35,35,86.1,0,0,12,100.0,100.0,100.0,0,0,12,12,3,2022
Josh Myers,59992,C,GB,1,0,12,71.5,0,1,34,100.0,100.0,98.5,0,1,0,35,35,53.8,0,1,10,100.0,100.0,95.0,1,0,11,11,3,2022
Aaron Banks,59983,G,SF,1,0,28,62.6,0,1,33,100.0,100.0,98.5,0,1,0,35,35,45.4,0,1,15,100.0,100.0,96.7,1,0,17,17,3,2022
Mike McGlinchey,46275,T,SF,1,0,28,54.5,0,3,33,100.0,100.0,95.5,1,3,0,35,35,48.9,0,2,15,100.0,100.0,93.3,2,0,17,17,3,2022
Tytus Howard,25472,T,HST,1,1,13,71.9,0,2,33,100.0,100.0,97.0,1,2,0,35,35,74.1,0,1,12,100.0,100.0,95.8,1,0,12,12,3,2022
Tyler Linderbaum,82291,C,BLT,1,0,3,77.7,0,0,34,100.0,100.0,100.0,0,0,0,34,34,79.2,0,0,12,100.0,100.0,100.0,0,0,12,12,3,2022
Ethan Pocic,11813,C,CLV,1,0,8,72.2,0,2,33,100.0,100.0,97.0,0,2,0,34,34,58.6,0,2,14,100.0,100.0,92.9,2,0,14,14,3,2022
Ben Powers,41482,G,BLT,1,0,3,82.7,0,1,34,100.0,100.0,98.5,0,1,0,34,34,83.5,0,0,12,100.0,100.0,100.0,0,0,12,12,3,2022
Scott Quessenberry,23918,C,HST,1,0,13,63.4,0,0,32,100.0,100.0,96.9,0,1,1,34,34,79.6,0,0,12,100.0,100.0,100.0,0,0,12,12,3,2022
Jack Conklin,10642,T,CLV,1,0,8,64.7,0,0,33,100.0,100.0,100.0,0,0,0,34,34,76.9,0,0,14,100.0,100.0,100.0,0,0,14,14,3,2022
Wyatt Teller,46131,G,CLV,1,0,8,56.4,0,0,33,100.0,100.0,97.0,0,1,1,34,34,35.4,0,0,14,100.0,100.0,92.9,1,1,14,14,3,2022
Morgan Moses,8701,T,BLT,1,0,3,62.1,0,2,34,100.0,100.0,97.1,0,2,0,34,34,46.7,0,1,12,100.0,100.0,95.8,1,0,12,12,3,2022
Joel Bitonio,8670,G,CLV,1,0,8,74.8,0,0,33,100.0,100.0,100.0,0,0,0,34,34,84.9,0,0,14,100.0,100.0,100.0,0,0,14,14,3,2022
Kevin Zeitler,7032,G,BLT,1,0,3,72.8,0,2,34,100.0,100.0,97.1,0,2,0,34,34,72.5,0,0,12,100.0,100.0,100.0,0,0,12,12,3,2022
Tyler Smith,98385,T,DAL,1,1,9,54.6,0,1,31,100.0,100.0,98.4,1,1,0,31,31,56.6,0,0,7,100.0,100.0,100.0,0,0,7,7,3,2022
George Fant,11282,T,NYJ,1,0,22,27.2,1,1,29,100.0,100.0,89.7,1,4,2,31,31,23.0,1,1,12,100.0,100.0,75.0,4,2,12,12,3,2022
Zack Martin,8651,G,DAL,1,0,9,71.5,0,1,31,100.0,100.0,98.4,0,1,0,31,31,81.9,0,0,7,100.0,100.0,100.0,0,0,7,7,3,2022
Terence Steele,39461,T,DAL,1,0,9,82.5,0,0,31,100.0,100.0,100.0,0,0,0,31,31,79.2,0,0,7,100.0,100.0,100.0,0,0,7,7,3,2022
Tyler Biadasz,41178,C,DAL,1,0,9,47.8,1,0,31,100.0,100.0,98.4,0,1,0,31,31,30.7,0,0,7,100.0,100.0,100.0,0,0,7,7,3,2022
Ben Jones,7099,C,TEN,1,0,31,70.6,0,1,28,100.0,100.0,98.2,1,1,0,30,30,77.5,0,0,6,100.0,100.0,100.0,0,0,6,6,3,2022
Jedrick Wills Jr.,58467,T,CLV,1,0,8,69.3,0,1,29,100.0,100.0,94.8,0,2,1,30,30,47.4,0,1,12,100.0,100.0,87.5,2,1,12,12,3,2022
Nate Davis,46808,G,TEN,1,0,31,73.1,1,0,28,100.0,100.0,98.2,0,1,0,30,30,36.7,1,0,6,100.0,100.0,91.7,1,0,6,6,3,2022
Aaron Brewer,46014,G,TEN,1,0,31,46.5,0,2,28,100.0,100.0,96.4,0,2,0,30,30,81.4,0,0,6,100.0,100.0,100.0,0,0,6,6,3,2022
Nicholas Petit-Frere,82003,T,TEN,1,0,31,46.3,0,3,28,100.0,100.0,94.6,1,3,0,30,30,40.1,0,1,6,100.0,100.0,91.7,1,0,6,6,3,2022
Dennis Daley,60063,T,TEN,1,0,31,75.6,1,0,28,100.0,100.0,98.2,0,1,0,30,30,83.0,0,0,6,100.0,100.0,100.0,0,0,6,6,3,2022
Daniel Faalele,81734,T,BLT,1,0,3,54.1,1,0,29,100.0,100.0,91.4,0,3,2,29,29,18.4,0,0,8,100.0,100.0,75.0,2,2,8,8,3,2022
Pat Elflein,11825,C,CAR,1,0,5,52.5,0,1,29,100.0,100.0,98.3,0,1,0,29,29,40.7,0,1,9,100.0,100.0,94.4,1,0,9,9,3,2022
Brady Christensen,51985,G,CAR,1,0,5,54.4,0,1,29,100.0,100.0,94.8,0,2,1,29,29,36.1,0,1,9,100.0,100.0,83.3,2,1,9,9,3,2022
Taylor Moton,11819,T,CAR,1,0,5,76.7,0,1,29,100.0,100.0,98.3,0,1,0,29,29,73.7,0,0,9,100.0,100.0,100.0,0,0,9,9,3,2022
Ikem Ekwonu,98286,T,CAR,1,0,5,56.7,0,2,29,100.0,100.0,96.6,0,2,0,29,29,21.7,0,2,9,100.0,100.0,88.9,2,0,9,9,3,2022
Austin Corbett,46290,G,CAR,1,0,5,75.3,0,0,29,100.0,100.0,100.0,0,0,0,29,29,83.3,0,0,9,100.0,100.0,100.0,0,0,9,9,3,2022
Spencer Brown,42296,T,BUF,1,0,4,39.2,1,2,28,100.0,100.0,91.1,0,4,1,28,28,17.7,1,1,11,100.0,100.0,81.8,3,1,11,11,3,2022
Tommy Doyle,40459,G,BUF,1,0,4,39.2,0,1,27,100.0,100.0,98.1,0,1,0,28,28,12.9,0,0,12,100.0,100.0,100.0,0,0,13,13,3,2022
Chris Lindstrom,46692,G,ATL,1,0,2,52.6,0,0,26,100.0,100.0,96.2,0,1,1,28,28,82.2,0,0,7,100.0,100.0,100.0,0,0,8,8,3,2022
Kaleb McGary,46912,T,ATL,1,0,2,65.9,0,0,26,100.0,100.0,96.2,0,1,1,28,28,71.0,0,0,7,100.0,100.0,85.7,1,1,8,8,3,2022
Colby Gossett,46673,G,ATL,1,0,2,72.2,1,0,26,100.0,100.0,98.1,0,1,0,28,28,67.4,0,0,7,100.0,100.0,100.0,0,0,8,8,3,2022
Drew Dalman,52270,C,ATL,1,0,2,74.7,0,0,26,100.0,100.0,100.0,1,0,0,28,28,77.8,0,0,7,100.0,100.0,100.0,0,0,8,8,3,2022
Jake Matthews,8641,T,ATL,1,1,2,51.3,0,2,26,100.0,100.0,96.2,1,2,0,28,28,84.1,0,0,7,100.0,100.0,100.0,0,0,8,8,3,2022
Joseph Noteboom,46249,T,LA,1,0,26,80.5,1,0,27,100.0,100.0,98.1,0,1,0,27,27,67.9,1,0,9,100.0,100.0,94.4,1,0,9,9,3,2022
Alaric Jackson,40972,G,LA,1,0,26,80.4,0,1,27,100.0,100.0,98.1,0,1,0,27,27,83.4,0,0,9,100.0,100.0,100.0,0,0,9,9,3,2022
Coleman Shelton,39316,C,LA,1,0,26,64.2,0,1,27,100.0,100.0,98.1,0,1,0,27,27,78.4,0,0,9,100.0,100.0,100.0,0,0,9,9,3,2022
Rob Havenstein,9490,T,LA,1,0,26,58.3,1,1,27,100.0,100.0,92.6,0,3,1,27,27,53.4,1,1,9,100.0,100.0,88.9,2,0,9,9,3,2022
David Edwards,35941,G,LA,1,0,26,64.1,1,0,27,100.0,100.0,98.1,0,1,0,27,27,49.7,1,0,9,100.0,100.0,94.4,1,0,9,9,3,2022
Conor McDermott,11966,T,NYJ,1,0,22,20.6,1,3,27,100.0,100.0,88.9,0,5,1,27,27,21.1,0,2,15,100.0,100.0,86.7,3,1,15,15,3,2022
Calvin Throckmorton,28238,G,NO,1,0,20,51.4,0,2,25,100.0,100.0,96.0,0,2,0,26,26,30.5,0,2,14,100.0,100.0,92.9,2,0,15,15,3,2022
Larry Borom,59879,T,CHI,1,0,6,64.3,1,0,25,100.0,100.0,94.0,0,2,1,26,26,51.8,0,0,6,100.0,100.0,83.3,1,1,6,6,3,2022
Cody Whitehair,10690,G,CHI,1,0,6,66.6,0,1,25,100.0,100.0,98.0,0,1,0,26,26,36.8,0,1,6,100.0,100.0,91.7,1,0,6,6,3,2022
Sam Mustipher,13026,C,CHI,1,0,6,62.4,0,0,25,100.0,100.0,100.0,0,0,0,26,26,77.6,0,0,6,100.0,100.0,100.0,0,0,6,6,3,2022
Braxton Jones,60092,T,CHI,1,0,6,54.4,0,3,25,100.0,100.0,90.0,0,4,1,26,26,29.6,0,2,6,100.0,100.0,66.7,3,1,6,6,3,2022
Rashawn Slater,59971,T,LAC,1,0,27,67.9,0,0,24,100.0,100.0,95.8,1,1,1,25,25,54.6,0,0,13,100.0,100.0,92.3,1,1,14,14,3,2022
Terron Armstead,7856,T,MIA,1,0,17,67.8,0,1,22,100.0,100.0,97.7,0,1,0,25,25,45.8,0,1,5,100.0,100.0,90.0,1,0,7,7,3,2022
Storm Norton,12188,T,LAC,1,1,27,17.2,3,5,23,100.0,100.0,82.6,2,8,0,25,25,12.9,2,5,17,100.0,100.0,79.4,7,0,18,18,3,2022
Liam Eichenberg,41851,G,MIA,1,1,17,40.1,0,1,22,100.0,100.0,93.2,1,2,1,25,25,0.0,0,1,5,100.0,100.0,70.0,2,1,7,7,3,2022
Matt Farniok,41585,G,DAL,1,0,9,67.2,1,0,25,100.0,100.0,98.0,0,1,0,25,25,29.4,1,0,5,100.0,100.0,90.0,1,0,5,5,3,2022
Connor Williams,46216,C,MIA,1,0,17,75.2,0,0,22,100.0,100.0,100.0,0,0,0,25,25,78.2,0,0,5,100.0,100.0,100.0,0,0,7,7,3,2022
Robert Hunt,46139,G,MIA,1,0,17,71.9,0,0,21,100.0,100.0,100.0,0,0,0,24,24,80.9,0,0,4,100.0,100.0,100.0,0,0,6,6,3,2022
Trent Williams,5529,T,SF,1,0,28,88.4,0,0,19,100.0,100.0,100.0,0,0,0,21,21,85.1,0,0,7,100.0,100.0,100.0,0,0,9,9,3,2022
Greg Little,46254,T,MIA,1,0,17,7.5,0,2,18,100.0,100.0,94.4,1,2,0,21,21,20.6,0,1,3,100.0,100.0,83.3,1,0,5,5,3,2022
Yosh Nijman,60822,T,GB,1,0,12,45.6,1,0,19,100.0,100.0,97.4,0,1,0,20,20,65.5,0,0,7,100.0,100.0,100.0,0,0,8,8,3,2022
Andrus Peat,9446,G,NO,1,0,20,68.0,1,0,17,100.0,100.0,97.1,0,1,0,20,20,54.0,1,0,9,100.0,100.0,94.4,1,0,10,10,3,2022
Lucas Patrick,11435,G,CHI,1,0,6,32.6,0,1,17,100.0,100.0,97.1,0,1,0,18,18,0.0,0,1,5,100.0,100.0,90.0,1,0,5,5,3,2022
Greg Mancz,10019,C,BUF,1,0,4,49.2,0,1,17,100.0,100.0,97.1,0,1,0,18,18,64.8,0,0,9,100.0,100.0,100.0,0,0,10,10,3,2022
David Bakhtiari,7891,T,GB,1,0,12,78.6,0,1,17,100.0,100.0,97.1,0,1,0,17,17,65.1,0,1,4,100.0,100.0,87.5,1,0,4,4,3,2022
Devin Singletary,40485,HB,BUF,1,0,4,56.9,1,2,16,29.6,29.1,90.6,0,3,0,16,55,28.9,1,2,7,36.8,36.8,78.6,3,0,7,19,3,2022
James Conner,11860,HB,ARZ,1,0,1,76.6,0,0,15,41.7,41.7,100.0,0,0,0,15,36,79.6,0,0,4,44.4,44.4,100.0,0,0,4,9,3,2022
Najee Harris,57121,HB,PIT,1,0,25,47.2,0,0,12,44.4,44.8,91.7,0,1,1,13,29,32.0,0,0,6,46.2,46.7,83.3,1,1,7,15,3,2022
Dalvin Cook,11796,HB,MIN,1,0,18,77.5,0,1,11,45.8,44.4,95.5,0,1,0,12,27,70.2,0,1,7,70.0,63.6,92.9,1,0,7,11,3,2022
Parker Hesse,48369,TE,ATL,1,0,2,77.6,0,0,10,52.6,52.6,100.0,0,0,0,10,19,,0,0,0,0.0,0.0,,0,0,0,4,3,2022
Max Garcia,9566,C,ARZ,1,0,1,67.3,0,0,9,100.0,100.0,100.0,0,0,0,10,10,52.3,0,0,3,100.0,100.0,100.0,0,0,4,4,3,2022
Colton McKivitz,29314,T,SF,1,0,28,75.4,0,1,10,100.0,100.0,95.0,0,1,0,10,10,70.6,0,1,6,100.0,100.0,91.7,1,0,6,6,3,2022
Adam Trautman,109795,TE,NO,1,0,20,64.4,1,0,9,45.0,45.5,94.4,0,1,0,10,22,58.0,1,0,6,50.0,46.2,91.7,1,0,6,13,3,2022
Mark Ingram II,6180,HB,NO,1,0,20,86.4,0,0,8,53.3,56.3,100.0,1,0,0,9,16,84.9,0,0,5,100.0,100.0,100.0,0,0,6,6,3,2022
Saquon Barkley,45791,HB,NYG,1,0,21,45.7,0,2,8,18.6,18.8,87.5,0,2,0,9,48,38.2,0,2,6,35.3,35.0,83.3,2,0,7,20,3,2022
Cornelius Lucas,9025,T,WAS,1,0,32,79.2,0,0,7,100.0,100.0,100.0,0,0,0,9,9,78.6,0,0,6,100.0,100.0,100.0,0,0,7,7,3,2022
